series_id,reference,percent_change_employment_previous,percent_change_imputed
CES3231130001,77.8,-0.05398457583547567,-0.05193946305352093
CES3231140001,175.3,-0.02509982886480322,-0.02305471608284848
CES3231150001,155.6,-0.014781491002570535,-0.012736378220615796
CES3231160001,538.1,0.0024159078238243925,0.004461020605779131
CES3231181101,89.3,-0.06382978723404253,-0.061784674452087796
CES3232910001,285.1,-0.05647141353910912,-0.03364599712948546
CES3232990001,39,-0.05641025641025643,-0.033584840000632776
CES3232210001,95.6,-0.06485355648535551,-0.06375284102030332
CES3232221001,151.3,-0.0026437541308658163,-0.001543038665813623
CES3232411001,67.8,-0.09882005899705004,-0.10321759637611772
CES3232419001,45.7,-0.08315098468271342,-0.0875485220617811
CES3232520001,93.6,-0.030982905982905873,-0.0274741340530813
CES3232530001,36.9,0.02981029810298108,0.03331907003280565
CES3232540001,311.4,0.026011560693641744,0.029520332623466317
CES3232550001,67.4,-0.04451038575667654,-0.04100161382685197
CES3232560001,111.7,0.0071620411817368,0.010670813111561372
CES3232610001,595.1,-0.011090573012939031,-0.01150096972976522
CES3232621001,56.5,0.046017699115044275,0.045607302398218086
CES3232629001,79.6,-0.017587939698492372,-0.01799833641531856
CES3132710001,37.8,-0.10582010582010581,-0.09889886476998655
CES3132720001,85.6,-0.07009345794392519,-0.06317221689380592
CES3133130001,59.3,-0.04721753794266437,-0.04035737963131869
CES3133140001,61.2,-0.12908496732026153,-0.12222480900891586
CES3133150001,115.9,-0.12510785159620363,-0.11824769328485796
CES3133210001,97.7,-0.07471852610030705,-0.06538482941138479
CES3133220001,36.4,-0.07142857142857151,-0.06209487473964925
CES3133270001,357.5,-0.07636363636363641,-0.06702993967471416
CES3133280001,140.1,-0.09136331192005709,-0.08202961523113483
CES3133299401,47.3,0.09513742071881603,0.10447111740773829
CES3133311001,76.1,0.05124835742444156,0.05439838892475657
CES3133330001,93.3,-0.09003215434083589,-0.08688212284052088
CES3133350001,174.1,-0.06892590465249859,-0.06577587315218358
CES3133360001,98,-0.0897959183673469,-0.0866458868670319
CES3133520001,62.3,0.012841091492777013,0.019633544322965713
CES3133641901,88.7,0.036076662908681056,0.03434436125722018
CES3133690001,59.6,0.030201342281879207,0.02846904063041833
CES3133660001,143.9,-0.00972897845726206,-0.011461280108722938
CES3132110001,89.9,-0.011123470522803158,-0.007721283402511547
CES3132120001,84.2,-0.06294536817102137,-0.059543181050729754
CES3132199001,70.1,0.07845934379457908,0.0818615309148707
CES3133910001,332.7,-0.009618274721971742,-0.002395160757284742
CES3133992001,42.2,0.05213270142180093,0.05935581538648793
CES4142310001,366.8,-0.06488549618320616,-0.06044146610054091
CES4142320001,116.2,-0.08605851979345958,-0.08161448971079432
CES4142330001,246.3,0.02760860738936244,0.03205263747202769
CES4142340001,703.7,-0.01975273554071355,-0.0153087054580483
CES4142350001,133.9,-0.08364451082897684,-0.07920048074631159
CES4142360001,353.1,-0.04106485414896632,-0.03662082406630107
CES4142370001,286.2,-0.020265548567435454,-0.015821518484770203
CES4142380001,717.7,-0.057823603176814786,-0.053379573094149535
CES4142393001,101,-0.11386138613861385,-0.1094173560559486
CES4142410001,126.8,-0.03548895899053628,-0.031005275899106288
CES4142430001,149.9,-0.14409606404269504,-0.13961238095126505
CES4142440001,802.1,-0.05348460291734192,-0.049000919825911926
CES4142450001,67.5,-0.002962962962963056,0.0015207201284669347
CES4142470001,104.3,-0.01821668264621279,-0.013732999554782799
CES4142480001,203.5,-0.027027027027026973,-0.022543343935596982
CES4142491001,117.2,0.011945392491467421,0.016429075582897412
CES4244314101,47.5,0.02947368421052632,0.023506079777448785
CES4244314201,421.9,-0.12870348423797096,-0.1346710886710485
CES4244413001,158,0.03734177215189871,0.030303875786856116
CES4244420001,161.6,0.07487623762376239,0.06783834125871979
CES4244511001,2523.7,0.04323017791338124,0.0425797502571974
CES4244512001,163.6,-0.017114914425427785,-0.017765342081611624
CES4244520001,224.3,-0.0936246098974588,-0.09427503755364264
CES4244530001,162.8,-0.0012285012285013774,-0.001878928884685216
CES4244611001,677.7,0.007968127490039834,0.012807461597666658
CES4244810001,958.1,-0.24078906168458414,-0.22796047676407416
CES4244820001,187,-0.28823529411764703,-0.27540670919713706
CES4244830001,126.7,-0.1617995264404104,-0.14897094151990042
CES4245113001,35.3,0.11048158640226635,0.09981491973559964
CES4245114001,32.4,-0.13271604938271597,-0.14338271604938269
CES4245120001,81,-0.45679012345679015,-0.46745679012345687
CES4245310001,57.9,-0.08635578583765113,-0.07976056737103931
CES4245321001,92.4,-0.13203463203463206,-0.12543941356802024
CES4245330001,180.8,-0.12334070796460184,-0.11674548949799002
CES4245322001,144.3,-0.17325017325017333,-0.16665495478356152
CES4245390001,372.1,0.0024187046492878395,0.009013923115899658
CES4245410001,410.3,0.0779917133804533,0.08038364913989282
CES4245420001,39.7,-0.1309823677581865,-0.12859043199874698
CES4245431001,73,-0.04931506849315059,-0.04692313273371107
CES4245439001,62.8,-0.057324840764331086,-0.054932905004891563
CES4348530001,73.6,-0.3369565217391304,-0.31097722399202266
CES4422110001,383.4,-0.012780386019822565,-0.012232340714743883
CES4422120001,110.1,-0.013623978201634857,-0.013075932896556175
CES4422130001,53.6,-0.027985074626865725,-0.027437029321787043
CES5051111001,123.3,-0.13625304136253036,-0.13230550538901698
CES5051120001,501.8,0.018533280191311396,0.02248081616482478
CES5051913001,286.3,0.0450576318546978,0.05358035912742487
CES5051731101,512.2,-0.03689964857477557,-0.03859456382901283
CES5552410001,1649.1,0.01176399248074711,0.015685561108198076
CES5552420001,1207,-0.0015741507870754567,0.0023474178403755097
CES5553130001,756.4,-0.004098360655737765,0.0016103794253263803
CES5553210001,230.4,-0.19357638888888884,-0.19067882625040244
CES6054194001,411.8,0.06872268091306455,0.07264989651720122
