county_fips,county_name,xmin,ymin,xmax,ymax,under_40_index_perc,total_index_perc
01117,Shelby AL,NA,NA,NA,NA,0.09818495004566795,0.07754910749462694
01119,Sumter AL,NA,NA,NA,NA,0.08468347834523227,0.07826394110003117
01121,Talladega AL,NA,NA,NA,NA,0.09252356964046363,0.08370836043963359
01125,Tuscaloosa AL,NA,NA,NA,NA,0.10030180742696566,0.08586186085911988
01089,Madison AL,NA,NA,NA,NA,0.09983436257728873,0.08127151120633724
01095,Marshall AL,NA,NA,NA,NA,0.09133546932524861,0.08187926400887803
01097,Mobile AL,NA,NA,NA,NA,0.10018123264752775,0.08843215603718373
01003,Baldwin AL,NA,NA,NA,NA,0.10668198239408766,0.09206757920030985
01009,Blount AL,NA,NA,NA,NA,0.09424685222479315,0.08342782318144469
01015,Calhoun AL,NA,NA,NA,NA,0.09395936570490043,0.08355152565115243
01025,Clarke AL,NA,NA,NA,NA,0.08922082710806586,0.07975101473042957
01031,Coffee AL,NA,NA,NA,NA,0.09327947024307912,0.08170152889789338
01033,Colbert AL,NA,NA,NA,NA,0.09299077039380449,0.08374511726315999
01037,Coosa AL,NA,NA,NA,NA,0.08688885524464852,0.079999551680482
01039,Covington AL,NA,NA,NA,NA,0.08643869382810529,0.07798845693308948
01047,Dallas AL,NA,NA,NA,NA,0.08843019673562749,0.08154673035912624
01053,Escambia AL,NA,NA,NA,NA,0.09627885157625851,0.08575217639926982
01055,Etowah AL,NA,NA,NA,NA,0.09232061049093343,0.08317067305136784
01059,Franklin AL,NA,NA,NA,NA,0.08440880762500692,0.07808102356297023
01063,Greene AL,NA,NA,NA,NA,0.08923785652037507,0.08330740100121606
01069,Houston AL,NA,NA,NA,NA,0.09603053095381042,0.08432940193764213
01071,Jackson AL,NA,NA,NA,NA,0.0881399440187064,0.07986467251519451
01073,Jefferson AL,NA,NA,NA,NA,0.09817951330125638,0.08160553495865575
01077,Lauderdale AL,NA,NA,NA,NA,0.09616036243924299,0.08634845201862168
01079,Lawrence AL,NA,NA,NA,NA,0.09255676795413532,0.08302847785547678
01081,Lee AL,NA,NA,NA,NA,0.09803422922141486,0.08343934120629892
01083,Limestone AL,NA,NA,NA,NA,0.09685491243134838,0.08136073631884218
01085,Lowndes AL,NA,NA,NA,NA,0.08140419790569389,0.07603022117206033
01101,Montgomery AL,NA,NA,NA,NA,0.09552417417689872,0.0826162866529078
01103,Morgan AL,NA,NA,NA,NA,0.09648096219082242,0.08434810655209143
01105,Perry AL,NA,NA,NA,NA,0.08452492362523237,0.07808959972261949
01107,Pickens AL,NA,NA,NA,NA,0.0871262913875974,0.08026759807302415
01113,Russell AL,NA,NA,NA,NA,0.09311444832191018,0.08470418590078774
01129,Washington AL,NA,NA,NA,NA,0.08900295234734137,0.08002121024327856
01133,Winston AL,NA,NA,NA,NA,0.08281053952475188,0.07706368236482947
NA,NA,NA,NA,NA,NA,NA,NA
01099,Monroe AL,NA,NA,NA,NA,0.08890200569520909,0.08010504519881381
01131,Wilcox AL,NA,NA,NA,NA,0.08005506802368667,0.07638204055243582
01065,Hale AL,NA,NA,NA,NA,0.08926986841013575,0.08133875474736847
01051,Elmore AL,NA,NA,NA,NA,0.09324210808263803,0.07988292961924198
01087,Macon AL,NA,NA,NA,NA,0.09431330258248785,0.08574688315040992
01091,Marengo AL,NA,NA,NA,NA,0.0860716631184988,0.07783828846041987
01005,Barbour AL,NA,NA,NA,NA,0.08788125534974175,0.08015375229103426
01013,Butler AL,NA,NA,NA,NA,0.08888860268128308,0.08109499483359746
01017,Chambers AL,NA,NA,NA,NA,0.08804657090898747,0.08092691812477633
01111,Randolph AL,NA,NA,NA,NA,0.08467951961311498,0.07805324896207019
01019,Cherokee AL,NA,NA,NA,NA,0.08818562724462488,0.07954160556601399
01023,Choctaw AL,NA,NA,NA,NA,0.08931746762799599,0.08063816188891768
01043,Cullman AL,NA,NA,NA,NA,0.09270014336453988,0.08223034583848764
01045,Dale AL,NA,NA,NA,NA,0.0950994886390952,0.0841979330027021
01001,Autauga AL,NA,NA,NA,NA,0.09414126286436945,0.08072560397350369
01115,St. Clair AL,NA,NA,NA,NA,0.09771009862653854,0.08313936927609897
01093,Marion AL,NA,NA,NA,NA,0.08581031930025033,0.07869397452276353
01127,Walker AL,NA,NA,NA,NA,0.09298193513384453,0.08372751729321455
01049,DeKalb AL,NA,NA,NA,NA,0.0858897092946828,0.0794505141751619
01123,Tallapoosa AL,NA,NA,NA,NA,0.08988175367239383,0.08193977373833813
01021,Chilton AL,NA,NA,NA,NA,0.09408843430219457,0.0837696577235076
01029,Cleburne AL,NA,NA,NA,NA,0.09025029795913293,0.08221528870665484
01027,Clay AL,NA,NA,NA,NA,0.08125075347990289,0.07615945488880042
01041,Crenshaw AL,NA,NA,NA,NA,0.08214098668648287,0.0756130707709144
01109,Pike AL,NA,NA,NA,NA,0.09019463679459025,0.07871405070337277
01057,Fayette AL,NA,NA,NA,NA,0.08567815721827413,0.07817469188314581
01075,Lamar AL,NA,NA,NA,NA,0.08629544230315159,0.07907193082865316
01035,Conecuh AL,NA,NA,NA,NA,0.0872892141837026,0.07979622324388766
01007,Bibb AL,NA,NA,NA,NA,0.08980806880567013,0.08281958419282669
01061,Geneva AL,NA,NA,NA,NA,0.08771021897898046,0.07960684783380123
01011,Bullock AL,NA,NA,NA,NA,0.0797273767916987,0.07492437397655816
01067,Henry AL,NA,NA,NA,NA,0.0886658327636299,0.07869501853142946
02020,Anchorage Borough AK,NA,NA,NA,NA,0.10074797349384136,0.08495912250316902
02050,Bethel Census Area AK,NA,NA,NA,NA,0.056911199332680525,0.05661702811761686
02090,Fairbanks North Star Borough AK,NA,NA,NA,NA,0.09821929333245176,0.08355127593331022
02122,Kenai Peninsula Borough AK,NA,NA,NA,NA,0.10066550330927662,0.08789004898082937
02164,Lake and Peninsula Borough AK,NA,NA,NA,NA,0.046974411620387624,0.053125140872137856
02180,Nome Census Area AK,NA,NA,NA,NA,0.06611568262206567,0.06437288710571831
02188,Northwest Arctic Borough AK,NA,NA,NA,NA,0.06978585169408338,0.06744280093368432
02195,Petersburg Census Area,NA,NA,NA,NA,0.0747908052254729,0.06719809291898439
02198,Prince of Wales-Hyder Census Area,NA,NA,NA,NA,0.06460573718301421,0.05749083089694345
02240,Southeast Fairbanks Census Area AK,NA,NA,NA,NA,0.08701759900009383,0.07557134801834621
02282,Yakutat Borough,NA,NA,NA,NA,0.08629991804795352,0.07969423312254405
02290,Yukon-Koyukuk Census Area AK,NA,NA,NA,NA,0.051902860076838656,0.054353145591123454
02016,Aleutians West Census Area AK,NA,NA,NA,NA,0.06452172046629241,0.061303139399096415
02158,Kusilvak Census Area (N),NA,NA,NA,NA,0.05245976392725625,0.05188024480139552
02170,Matanuska-Susitna Borough AK,NA,NA,NA,NA,0.09723358919268035,0.08518402355990665
02185,North Slope Borough AK,NA,NA,NA,NA,0.04785144838287457,0.03902702340278244
02220,Sitka Borough AK,NA,NA,NA,NA,0.09326652093549982,0.08178832634507517
02261,Valdez-Cordova Census Area AK,NA,NA,NA,NA,0.09167546885769666,0.07737266308165308
02100,Haines Borough AK,NA,NA,NA,NA,0.09304702311210207,0.08604751659958862
02110,Juneau Borough AK,NA,NA,NA,NA,0.09294534170564865,0.07305381353161707
02070,Dillingham Census Area AK,NA,NA,NA,NA,0.06470219109531154,0.0649314162720633
02013,Aleutians East Borough AK,NA,NA,NA,NA,0.06742210051991417,0.06304477394426752
02105,Hoonah-Angoon Census Area,NA,NA,NA,NA,0.07172606866223744,0.0698155172608875
02130,Ketchikan Gateway Borough AK,NA,NA,NA,NA,0.08103094147725086,0.06308099376150017
02150,Kodiak Island Borough AK,NA,NA,NA,NA,0.08519081596070588,0.07616253818301146
02068,Denali Borough AK,NA,NA,NA,NA,0.10189709561053305,0.08801273022160995
02230,Skagway Municipality,NA,NA,NA,NA,0.10052232360108504,0.09610213197733072
02060,Bristol Bay Borough AK,NA,NA,NA,NA,0.07552177968678667,0.06018961192884852
02275,Wrangell City and Borough,NA,NA,NA,NA,0.08342264701622319,0.07321979341751099
04013,Maricopa AZ,NA,NA,NA,NA,0.09886457692905955,0.08403716864304263
04019,Pima AZ,NA,NA,NA,NA,0.10166809044363054,0.08851040758213034
04021,Pinal AZ,NA,NA,NA,NA,0.0976235126038172,0.08595753069725413
04023,Santa Cruz AZ,NA,NA,NA,NA,0.09122985067048026,0.08331255131287858
04025,Yavapai AZ,NA,NA,NA,NA,0.10527887635933864,0.09559140733375342
04015,Mohave AZ,NA,NA,NA,NA,0.118053962281281,0.10656830261030964
04017,Navajo AZ,NA,NA,NA,NA,0.1009266149636583,0.09016866339845754
04027,Yuma AZ,NA,NA,NA,NA,0.08849922207134767,0.08186055242658977
04001,Apache AZ,NA,NA,NA,NA,0.08747686368525015,0.07830556451422244
04003,Cochise AZ,NA,NA,NA,NA,0.09777118082101457,0.08599032144995886
04005,Coconino AZ,NA,NA,NA,NA,0.11632504397190886,0.1005091281738582
04007,Gila AZ,NA,NA,NA,NA,0.10191890172804506,0.09141607924741728
04009,Graham AZ,NA,NA,NA,NA,0.09428359550247215,0.0857545077967937
04012,La Paz AZ,NA,NA,NA,NA,0.09849534457282332,0.09021410992764506
04011,Greenlee AZ,NA,NA,NA,NA,0.086280699504422,0.0872587628334395
05035,Crittenden AR,NA,NA,NA,NA,0.09481515156459883,0.08592792561650071
05039,Dallas AR,NA,NA,NA,NA,0.08251421750419859,0.07645904106099416
05045,Faulkner AR,NA,NA,NA,NA,0.0973826329440535,0.08387664822145778
05007,Benton AR,NA,NA,NA,NA,0.0900171792219538,0.0739690988442334
05017,Chicot AR,NA,NA,NA,NA,0.08017176602925818,0.07636645410783122
05031,Craighead AR,NA,NA,NA,NA,0.09478804511456848,0.08464425131372959
