series_id,reference,percent_change_employment_previous,percent_change_imputed
CES3231130001,77.8,-0.06041131105398456,-0.059027852407368075
CES3231140001,175.3,0.007986309184255358,0.009369767830871845
CES3231150001,155.6,-0.028920308483290524,-0.027536849836674038
CES3231160001,538.1,-0.0018583906337111822,-4.7493198709469553e-4
CES3231181101,89.3,-0.034714445688689755,-0.03333098704207327
CES3232910001,285.1,-0.012276394247632383,3.701202495913769e-4
CES3232990001,39,0,0.01264651449722376
CES3232210001,95.6,-0.06380753138075312,-0.0695862875722777
CES3232221001,151.3,0.0013218770654328527,-0.004456879126091717
CES3232411001,67.8,-0.10619469026548667,-0.1097127201687409
CES3232419001,45.7,-0.10065645514223198,-0.10417448504548621
CES3232520001,93.6,-0.02564102564102555,-0.026927575348627997
CES3232530001,36.9,0.06233062330623329,0.061044073598630844
CES3232540001,311.4,0.040141297366731,0.03885474765912855
CES3232550001,67.4,-0.031157270029673723,-0.03244381973727617
CES3232560001,111.7,0.0286481647269472,0.027361615019344754
CES3232610001,595.1,-0.010418417072760922,-0.009871221450325929
CES3232621001,56.5,0.04247787610619458,0.04302507172862957
CES3232629001,79.6,-0.008793969849246075,-0.008246774226811082
CES3132710001,37.8,-0.07407407407407396,-0.07932467073278515
CES3132720001,85.6,-0.04789719626168221,-0.0531477929203934
CES3133130001,59.3,-0.053962900505902134,-0.04815815116553279
CES3133140001,61.2,-0.1143790849673203,-0.10857433562695096
CES3133150001,115.9,-0.11302847282139783,-0.10722372348102849
CES3133210001,97.7,-0.07471852610030705,-0.0723340050483926
CES3133220001,36.4,-0.05769230769230771,-0.055307786640393264
CES3133270001,357.5,-0.07188811188811184,-0.0695035908361974
CES3133280001,140.1,-0.09778729478943604,-0.0954027737375216
CES3133299401,47.3,0.12896405919661746,0.1313485802485319
CES3133311001,76.1,0.06964520367936933,0.06541516137894632
CES3133330001,93.3,-0.08467309753483376,-0.08890313983525677
CES3133350001,174.1,-0.07237219988512344,-0.07660224218554645
CES3133360001,98,-0.09693877551020413,-0.10116881781062714
CES3133520001,62.3,0.036918138041733606,0.043962163198966175
CES3133641901,88.7,0.045095828635851154,0.050292733590233896
CES3133690001,59.6,0.04530201342281881,0.05049891837720155
CES3133660001,143.9,-0.008339124391938957,-0.003142219437556215
CES3132110001,89.9,0.005561735261401468,0.00531872189566629
CES3132120001,84.2,-0.061757719714964354,-0.06200073308069953
CES3132199001,70.1,0.07703281027104136,0.07678979690530618
CES3133910001,332.7,-6.011421701231923e-4,0.004856321714307055
CES3133992001,42.2,0.08530805687203769,0.09076552075646793
CES4142310001,366.8,-0.06733914940021812,-0.06301942785133385
CES4142320001,116.2,-0.0636833046471601,-0.05936358309827583
CES4142330001,246.3,0.0361347949654891,0.04045451651437337
CES4142340001,703.7,-0.015205343186016851,-0.010885621637132581
CES4142350001,133.9,-0.06945481702763268,-0.0651350954787484
CES4142360001,353.1,-0.04672897196261683,-0.04240925041373256
CES4142370001,286.2,-0.021663172606568804,-0.017343451057684534
CES4142380001,717.7,-0.053922251637174345,-0.049602530088290075
CES4142393001,101,-0.09207920792079205,-0.08775948637190778
CES4142410001,126.8,-0.04179810725552047,-0.03893224795996708
CES4142430001,149.9,-0.13142094729819886,-0.12855508800264548
CES4142440001,802.1,-0.04637825707517773,-0.043512397779624346
CES4142450001,67.5,-0.002962962962963056,-9.710366740967036e-5
CES4142470001,104.3,-0.006711409395973145,-0.003845550100419759
CES4142480001,203.5,-0.025061425061425058,-0.022195565765871672
