series_id,reference,percent_change_employment_previous,percent_change_imputed
CES1000000001,714,-0.13305322128851538,-0.13025210084033612
CES2000000001,7639,-0.054064668150281436,-0.04948291661212201
CES3000000001,12852,-0.05594460006224711,-0.05127606598194834
CES3100000001,8058,-0.06192603623727977,-0.05634152395135272
CES3200000001,4794,-0.04589069670421364,-0.04276178556528998
CES4000000001,27830,-0.0480057491915199,-0.044628099173553704
CES4200000001,15672,-0.03991832567636555,-0.03894206227667174
CES4300000001,5678.1,-0.06588471495746828,-0.058065197865483253
CES5000000001,2894,-0.10573600552868001,-0.08742225293711126
CES5500000001,8845,-0.02227247032221591,-0.018089315997738886
CES5552000001,6486.4,-0.002960039467192921,-6.475086334484237e-4
CES5553000001,2358.5,-0.07530209879160477,-0.06605893576425703
CES6000000001,21550,-0.06863109048723903,-0.062737819025522
CES6054000001,9707.6,-0.03807326218632823,-0.03286085129177141
CES6055000001,2447.3,-0.04437543415192269,-0.037142973889592645
CES6056000001,9395,-0.10654603512506655,-0.10026609898882388
CES6500000001,24586,-0.05824452940697955,-0.055804116163670425
CES6561000001,3828.5,-0.07444168734491319,-0.09319576857777201
CES6562000001,20757.7,-0.05526623855244084,-0.04890715252653233
CES7000000001,16867,-0.24681330408489954,-0.22232762198375522
CES7071000001,2472.4,-0.3486086393787413,-0.31382462384727394
CES7072000001,14394.1,-0.2293092308654241,-0.20657074773691997
CES8000000001,5941,-0.08954721427369128,-0.08129944453795657
CES9000000001,22745,-0.032007034513079846,-0.041635524291052994
CES9091000001,2867,0.10359260551098703,0.0910359260551099
CES9092000001,5199,-0.0405847278322754,-0.05347182150413543
CES9093000001,14679,-0.055453368758089816,-0.0633558144287758
