IND,state,led_code,percent_change_state_imputed
0270,01,11,0.08691683615657564
0370,01,21,0.14546253782154328
0380,01,21,0.06874296110196665
0390,01,21,0.16643203673221874
0470,01,21,0.12393998857825483
0490,01,21,-0.09643229819093968
0770,01,23,-0.0021293498474523886
1080,01,31,-0.02150623559668008
1090,01,31,-0.023658230852123596
1170,01,31,0.025228886282950502
1180,01,31,0.056872372193692344
1190,01,31,-0.09297618511541017
1370,01,31,-0.03575767049553369
1390,01,31,-0.002643020545017416
1470,01,31,-0.1006454796124614
1480,01,31,-0.1006454796124614
1490,01,31,-0.1006454796124614
1570,01,31,-0.03866352499165482
1590,01,31,-0.03866352499165482
1670,01,31,-0.1332008116044131
1691,01,31,-0.1332008116044131
1870,01,32,0.014527934344228055
1880,01,32,0.024241528422870307
1990,01,32,-0.091491000163058
2070,01,32,0.012132074416413174
2090,01,32,-0.11652289634382074
2170,01,32,0.013140091336693138
2180,01,32,0.06744244273096589
2190,01,32,0.05395236891308719
2270,01,32,0.009881997468367265
2280,01,32,0.04775952954408902
2370,01,32,0.013164655798411529
2380,01,32,0.06550998978931499
2390,01,32,0.021919549811042383
2470,01,32,-0.04479146036687198
2480,01,32,-0.04479146036687198
2490,01,32,-0.09343025782642411
2680,01,33,-0.030910427251001127
2690,01,33,-0.05936102317564562
2770,01,33,-0.1395039230160534
2780,01,33,-0.08755403180592325
2790,01,33,-0.10097307699593472
2880,01,33,-0.05737167385185271
2890,01,33,-0.06654933385416217
2970,01,33,0.0012961577136237912
3070,01,33,0.004114952893366053
3095,01,33,-0.03958289515230817
3170,01,33,-0.07395946629358507
3180,01,33,-0.04236920244219777
3365,01,33,0.020687941820180966
3380,01,33,0.0012122815880298843
3470,01,33,-0.05018798013086767
3590,01,33,0.029350490174242516
3670,01,33,-0.023859827049008464
3680,01,33,-0.04925714206503018
3690,01,33,-0.023859827049008464
3770,01,32,-0.013546270781788605
3780,01,32,-0.057374206216667334
3790,01,32,0.022721494151675903
3895,01,33,-0.0656717978948067
3960,01,33,-0.011396106226041924
3970,01,33,0.013458173619218528
4070,01,42,-0.04175730187739357
4080,01,42,-0.010560838343374956
4090,01,42,0.05020305054551388
4170,01,42,0.013442568064181315
4180,01,42,-0.04203706658479356
4195,01,42,0.012267206751929494
4265,01,42,0.01842412135725835
4270,01,42,-0.010032896713334072
4280,01,42,-0.06600788695448612
4370,01,42,0.02465869078504035
4390,01,42,-0.09547046052547159
4470,01,42,-0.035604800904966316
4480,01,42,0.07124341983223048
4490,01,42,0.01639068480956618
4560,01,42,0.041734333663359546
4570,01,42,0.029870832116866697
4670,01,44,-0.031332336204689004
4680,01,44,-0.026764565739328394
4690,01,44,0.0171421549561529
4770,01,44,-0.08497920443655094
4780,01,44,0.0708665133839842
4795,01,44,-0.05871957698670516
4880,01,44,0.0587445546961215
4890,01,44,0.05936859238557457
4971,01,44,0.07912522258048726
4972,01,44,-0.0021855588894738043
4980,01,44,-0.03766420085538358
4990,01,44,0.023343835667014035
5070,01,44,0.04448646704274417
5090,01,44,0.019098552814007408
5170,01,44,-0.254124317955261
5180,01,44,-0.18095026537144676
5190,01,44,-0.21115282335443442
5280,01,45,0.10157143657881473
5295,01,45,-0.1789183932260835
5370,01,45,-0.44015497085610367
5381,01,45,0.02452059951300123
5391,01,45,0.15097792446961367
5470,01,45,-0.11188516314913854
5480,01,45,-0.07165695785547399
5490,01,45,-0.12478463668773077
5570,01,45,-0.1561793676603228
5580,01,45,-0.0035794477798344326
5593,01,45,0.0678607210471428
5670,01,45,-0.10469094332218665
5680,01,45,0.03288589815316967
5690,01,45,-0.02406147955916127
6070,01,48,-0.11412210696642655
6080,01,48,0.006659440773211123
6090,01,48,-0.05211959196200189
6170,01,48,0.04640155026538173
6190,01,48,-0.2773898904054307
6270,01,48,0.083479730682127
6280,01,48,-0.3359013899912483
6290,01,48,-0.011587922194708167
6370,01,49,-0.0063888580910937964
6380,01,49,0.1863951389957822
6390,01,49,0.10876684955794891
0570,01,22,0.04200806053489081
0580,01,22,0.03675015329867137
0670,01,22,-0.008747528251329628
0680,01,22,-0.008747528251329628
6470,01,51,-0.09951015155455623
6490,01,51,-0.009897940056714738
6570,01,51,-0.4920982377949046
6590,01,51,-0.4920982377949046
6670,01,51,-0.06696889902508563
6672,01,51,0.022834109436576044
6680,01,51,-0.012483335744192692
6695,01,51,-0.023234037589391243
6770,01,51,0.01330950007506626
6780,01,51,0.01330950007506626
6970,01,52,5.395397631279275e-4
6991,01,52,0.0018469167392450858
6992,01,52,-0.005061431303607478
7072,01,53,0.030930035579330273
7080,01,53,-0.155623475814755
7270,01,54,-0.01882577130686136
7280,01,54,0.002156675535938457
7290,01,54,-0.007588540730918969
7370,01,54,-0.057497552695471965
7380,01,54,-0.00965965225670895
7390,01,54,-0.011257825552605238
7460,01,54,0.028516509516459787
7470,01,54,-0.07122826552236028
7480,01,54,0.044400970454794964
7570,01,55,-0.15264567200033485
7580,01,56,-0.16527778610125077
7590,01,56,-0.12374577113478435
7670,01,56,-0.3113236176671986
7680,01,56,-0.07918003091687031
7770,01,56,-0.01623269691957041
7790,01,56,-0.04700727861563836
7860,01,61,-0.04111794741163077
7970,01,62,-0.058090674668237696
7980,01,62,-0.058667243248616274
7990,01,62,-0.023533210427754137
8070,01,62,-0.083869750099268
8090,01,62,-0.055276629046472125
8170,01,62,-0.06218097695651037
8192,01,62,-0.07912219406831966
8270,01,62,-0.09758255673245386
8370,01,62,-0.08726740407188949
8380,01,62,-0.03997220357262754
8390,01,62,-0.15658279793901064
8470,01,62,-0.2257411978142556
8561,01,71,-0.5159913090570144
8562,01,71,-0.40828776931631017
8563,01,71,-0.44028653194417544
8564,01,71,-0.29312329541230175
8570,01,71,-0.25353692225851265
8580,01,71,-0.4998439306963903
8660,01,72,-0.29445859279512754
8690,01,72,-0.3610053944995968
8780,01,81,0.035159787273399745
8790,01,81,0.03377556317065755
8870,01,81,-0.003291433991926218
8891,01,81,0.029262381637190082
8970,01,81,-0.11275721483827783
8980,01,81,-0.11275721483827783
9070,01,81,-0.1525275571974326
9080,01,81,0.04520667970959713
9090,01,81,-0.18913271089704653
9180,01,81,-0.04612136495965968
9670,01,92,0.08569110717326
9680,01,92,0.08569110717326
9690,01,92,0.08569110717326
9770,01,92,0.08569110717326
9780,01,92,0.08569110717326
9790,01,92,0.08569110717326
9870,01,92,0.08569110717326
0170,01,11,NA
0180,01,11,NA
0190,01,11,NA
0280,01,11,NA
0290,01,11,NA
0590,01,22,NA
9920,01,NA,NA
1070,01,31,0.057862690174832594
1270,01,31,0.01680174021129575
1280,01,31,0.008709414321572033
1890,01,32,0.031277405214229274
2290,01,32,0.004973673122843171
2570,01,32,-0.0331944087698203
2590,01,32,-0.0331944087698203
2670,01,33,-0.048550480592741106
2870,01,33,-0.018888055340440912
2980,01,33,-0.054444332444733186
3080,01,33,-0.09858065371778989
3291,01,33,-0.03713984673553049
3370,01,33,0.005445671665232645
3390,01,33,0.005445671665232645
3490,01,33,-0.037906890134480335
3570,01,33,-0.07518062252990149
3580,01,33,-0.06599420059348919
3875,01,32,-0.05429613312217205
3980,01,33,-0.06368226701691708
4290,01,42,-0.04160192870759796
4380,01,42,0.022542035667725037
4580,01,42,0.002527279554555458
4585,01,42,-0.004877821621890621
4870,01,44,0.12711801485052807
5080,01,44,-0.18276699934035784
5275,01,45,-0.10104759967584742
6180,01,48,-0.21933342435036107
6480,01,51,-0.07744066240506675
6690,01,51,-0.03186339221688925
6870,01,52,-0.013137330716958101
6880,01,52,-0.013137330716958101
6890,01,52,0.004411348718908442
7071,01,53,0.021959212518831157
7181,01,53,-0.10542315245013612
7190,01,53,-0.05683076150329692
7490,01,54,-0.05251507851077758
7690,01,56,-0.10743772672018179
7780,01,56,-0.08551509810640749
7870,01,61,-0.03783876719219777
7880,01,61,-0.11550544138970735
7890,01,61,-0.17181477113953508
8080,01,62,-0.14067053022170958
8180,01,62,-0.07960160392970997
8191,01,62,-0.04136136465250981
8290,01,62,-0.07872994170629383
8590,01,71,-0.299413571797878
8670,01,72,0.01032150753482503
8680,01,72,-0.11051178777926973
8770,01,81,6.148458537092402e-4
8990,01,81,-0.13772834091631392
9160,01,81,0.0630856341680221
9170,01,81,-0.15865624811834708
9190,01,81,0.05910163973517584
9370,01,92,-0.024214733408828435
9380,01,92,-0.024214733408828435
9390,01,92,-0.024214733408828435
9470,01,92,-0.024214733408828435
9480,01,92,-0.024214733408828435
9490,01,92,-0.024214733408828435
9570,01,92,-0.024214733408828435
9590,01,92,-0.024214733408828435
0480,01,21,0.022401550504075662
0690,01,22,0.0370775836932935
1290,01,31,0.01456942951124296
1770,01,31,-0.0295130283776277
1790,01,31,-0.0295130283776277
2990,01,33,-0.05363059699974028
3990,01,33,-0.0295130283776277
4590,01,42,-0.005193959807839543
5790,01,44,0.008106449493228807
9290,01,81,-0.032123718421963265
0270,02,11,-0.027980464543825856
0370,02,21,0.030565237121141786
0380,02,21,-0.046154339598434846
0390,02,21,0.05153473603181724
0470,02,21,0.00904268787785334
