series_id,reference,percent_change_employment_previous,percent_change_imputed
CES1000000001,714,-0.11204481792717091,-0.12605042016806722
CES2000000001,7639,-0.08247152768687005,-0.061788192171750245
CES3000000001,12852,-0.08660130718954251,-0.05890133831310307
CES3100000001,8058,-0.09667411268304793,-0.06068503350707366
CES3200000001,4794,-0.06967042136003343,-0.05590321234876927
CES4000000001,27830,-0.10783327344592164,-0.0753862738052461
CES4200000001,15672,-0.12843925472179685,-0.08123404798366518
CES4300000001,5678.1,-0.10531691939205012,-0.08793434423486735
CES5000000001,2894,-0.1119557705597789,-0.10884588804422946
CES5500000001,8845,-0.030412662521198452,-0.02679479932165063
CES5552000001,6486.4,-0.00719967932905774,-0.005765910212136127
CES5553000001,2358.5,-0.09429722281110875,-0.08463006147975405
CES6000000001,21550,-0.09911832946635735,-0.0849187935034803
CES6054000001,9707.6,-0.05087766286208739,-0.04446001071325567
CES6055000001,2447.3,-0.04241408899603649,-0.04045274384015041
CES6056000001,9395,-0.1637253858435338,-0.13828632251197448
CES6500000001,24586,-0.09688440575937529,-0.07378182705604819
CES6561000001,3828.5,-0.12581951155805138,-0.10142353402115711
CES6562000001,20757.7,-0.09155638630484109,-0.06867812907981141
CES7000000001,16867,-0.40997213493804474,-0.28618011501748974
CES7071000001,2472.4,-0.5157337000485358,-0.3677398479210484
CES7072000001,14394.1,-0.39176468136250275,-0.2721323319971377
CES8000000001,5941,-0.18666891095775118,-0.12657801716882677
CES9000000001,22745,-0.0660364915366014,-0.06458562321389316
CES9091000001,2867,0.005929543076386379,0.0062783397279386755
CES9092000001,5199,-0.04981727255241397,-0.05462588959415271
CES9093000001,14679,-0.0858369098712446,-0.08195381156754544
