series_id,reference,percent_change_employment_previous,percent_change_imputed
CES1000000001,714,-0.12324929971988796,-0.11764705882352944
CES2000000001,7639,-0.03626129074486184,-0.029585024217829603
CES3000000001,12852,-0.04520697167755994,-0.042250233426703976
CES3100000001,8058,-0.050881111938446244,-0.047778605112931194
CES3200000001,4794,-0.035669586983729684,-0.03295786399666245
CES4000000001,27830,-0.0341358246496587,-0.027272727272727226
CES4200000001,15672,-0.03389484430832057,-0.026205972434915847
CES4300000001,5678.1,-0.023934062450467697,-0.015727091808879767
CES5000000001,2894,-0.09225984796129927,-0.09260539046302696
CES5500000001,8845,-0.012888637648388879,-0.011531938948558529
CES5552000001,6486.4,0.0032837937839171882,0.004347557967439686
CES5553000001,2358.5,-0.057282170871316485,-0.055246979012083974
CES6000000001,21550,-0.04728538283062644,-0.03981438515081204
CES6054000001,9707.6,-0.025959042399769205,-0.020550908566484005
CES6055000001,2447.3,-0.03673436031544974,-0.03236219507212046
CES6056000001,9395,-0.07207025013304957,-0.06170303352847262
CES6500000001,24586,-0.051370698771658674,-0.052631578947368474
CES6561000001,3828.5,-0.10121457489878538,-0.1175395063340734
CES6562000001,20757.7,-0.04219638977343354,-0.040654793161092107
CES7000000001,16867,-0.20216991759056147,-0.23169502579000412
CES7071000001,2472.4,-0.2773823005986087,-0.318880440058243
CES7072000001,14394.1,-0.1892372569316595,-0.21672073974753547
CES8000000001,5941,-0.07254670930819729,-0.07624978959771078
CES9000000001,22745,-0.05711145306660803,-0.05908990987030116
CES9091000001,2867,0.012207882804325054,0.014300662713637946
CES9092000001,5199,-0.06809001731102138,-0.07174456626274284
CES9093000001,14679,-0.06676204101096805,-0.06894202602357113
