state,industry,reference,percent_change_state_imputed
01,10113300,48.7,0.1019707371488372
01,10211000,137.4,0.10579057700249961
01,10212100,46.5,0.0698230698418667
01,10212200,41.8,0.14509188704616782
01,10212300,97.9,0.10627676957936483
01,10213000,317.3,-0.12531466826426396
01,10210000,640.9,-0.00859823621799194
01,20000000,7648,0.056437997331365564
01,30000000,12799,-0.014982815342201139
01,31327100,37.8,-0.06668939263329543
01,31327200,85.6,-0.032440023103551985
01,31331300,59.3,-0.00890478954077878
01,31331400,61.2,-0.06779169449950206
01,31331500,115.9,-0.08083398360381211
01,31332100,97.7,-0.05652535343031251
01,31332200,36.4,-0.028670403876284167
01,31332700,357.5,-0.030808266014146213
01,31332800,140.1,-0.0550291272371487
01,31332994,47.3,0.12309643393706537
01,31333110,76.1,0.0863690422195319
01,31333300,93.3,-0.04654260869390214
01,31333500,174.1,-0.02214397120562217
01,31333600,98,-0.044162749998012285
01,31335200,62.3,0.048250870018049175
01,31336419,88.7,0.07938132288714539
01,31336900,59.6,0.06123706163399589
01,31336600,143.9,0.03878019141744915
01,31321100,89.9,0.026191822518542573
01,31321200,84.2,-0.025780677937229046
01,31321990,70.1,0.11229319684633432
01,31339100,332.7,0.037690383639615854
01,31339920,42.2,0.0775132033952558
01,31327300,200,-0.014514789458692223
01,31327900,95.6,0.0019663820894249007
01,31331100,86.2,-0.023279767532272788
01,31331200,57.9,-0.02912631470336946
01,31332300,398.7,0.017425837479551065
01,31332400,93.1,0.00731241030201879
01,31332600,67.6,0.019089528499033004
01,31332900,276.9,-0.027303226452768614
01,31333120,71.2,0.0034983369086604155
01,31333130,67.7,-0.17740966767202437
01,31335100,45.6,-0.10745088436791572
01,31335300,142.5,-0.04297720015738937
01,31335900,146.9,-0.0028042695326655487
01,31336100,243.4,-0.18924409733872283
01,31336200,158.2,0.0377004628167652
01,31336300,583.8,0.00653298213632858
01,31336411,243.8,-0.06293227069363538
01,31336412,91.9,-0.1088778137411931
01,31336413,116.3,-0.09320037452682395
01,31321900,237.2,0.024362921378621394
01,31339900,290.5,0.0012686177405177856
01,31334100,162,0.05394152923072104
01,31334500,426.8,0.0316695540377836
01,31337000,384.1,-0.033027688533428745
01,31321000,411.5,0.017668784229745937
01,31327000,419,-0.017214073468238777
01,31331000,379,-0.04195573126636354
01,31332000,1467.8,-0.015083500249865489
01,31333000,1111.1,-0.006477352735876352
01,31334000,1082.6,0.034823516581702796
01,31335000,397.5,-0.02093151991905773
01,31336000,1731.8,-0.03198711990191627
01,31339000,623,0.023754065148125836
01,31334200,87.4,0.019329838974484592
01,31334400,374.7,0.02646720409159742
01,31334600,31.7,0.12107748748129565
01,32311300,77.8,-0.04931082118690955
01,32311400,175.3,-0.02456367454003039
01,32311500,155.6,-0.007537042266601124
01,32311600,538.1,0.006733510745544291
01,32311811,89.3,-0.07275940874451992
01,32329100,285.1,-0.05786330645773652
01,32329900,39,-0.05389528803864818
01,32322100,95.6,-0.06026022567978173
01,32322210,151.3,-0.0034471661980792767
01,32324110,67.8,-0.06670698709174483
01,32324190,45.7,-0.06740733500651552
01,32325200,93.6,-0.028233210543069598
01,32325300,36.9,0.03305509464767442
01,32325400,311.4,0.024901516002061586
01,32325500,67.4,-0.04152292116215728
01,32325600,111.7,0.008640589088115824
01,32326100,595.1,-0.0024056925258548745
01,32326210,56.5,0.05006500102903211
01,32326290,79.6,-0.020793717341581863
01,32311100,64.5,0.0809077874498253
01,32311200,61.6,0.026115680332136848
01,32311800,317.1,-0.04107706070166384
