series_id,reference,percent_change_employment_previous,percent_change_imputed
CES1000000001,714,-0.13025210084033612,-0.12885154061624648
CES2000000001,7639,-0.04948291661212201,-0.03848671292053929
CES3000000001,12852,-0.05127606598194834,-0.04831932773109249
CES3100000001,8058,-0.05646562422437329,-0.05385951849094073
CES3200000001,4794,-0.04255319148936165,-0.03900709219858156
CES4000000001,27830,-0.04495149119655051,-0.03877111031261227
CES4200000001,15672,-0.03842521694742218,-0.03180832057172023
CES4300000001,5678.1,-0.058804881914725105,-0.04767439812613383
CES5000000001,2894,-0.08949550794747752,-0.0905321354526607
CES5500000001,8845,-0.018089315997738886,-0.014584511023176927
CES5552000001,6486.4,-4.7792303897375987e-4,0.002112111494819935
CES5553000001,2358.5,-0.0666949332202672,-0.06054695781216879
CES6000000001,21550,-0.06296983758700692,-0.053317865429234335
CES6054000001,9707.6,-0.032716634389550525,-0.026968560715315948
CES6055000001,2447.3,-0.03820536918236428,-0.03669349895803542
CES6056000001,9395,-0.10064928153273023,-0.08482171367748803
CES6500000001,24586,-0.056251525258277035,-0.05393313267713329
CES6561000001,3828.5,-0.0924905315397675,-0.09810630795350661
CES6562000001,20757.7,-0.04958160104443177,-0.04577578440771379
CES7000000001,16867,-0.22274263354479162,-0.2066757573960989
CES7071000001,2472.4,-0.31386507037696165,-0.2960685973143504
CES7072000001,14394.1,-0.2070570581001938,-0.19132839149373704
CES8000000001,5941,-0.08129944453795657,-0.0733883184649049
CES9000000001,22745,-0.04167948999780169,-0.053462299406462965
CES9091000001,2867,0.09208231600976635,0.043948378095570284
CES9092000001,5199,-0.05577995768416999,-0.06828236199269089
CES9093000001,14679,-0.06281081817562506,-0.06723891273247495
