county_fips,should_be_2016,state_fips,state_abbv,state_name
41057,0,41,OR,Oregon
42035,0,42,PA,Pennsylvania
25003,0,25,MA,Massachusetts
41017,0,41,OR,Oregon
51141,0,51,VA,Virginia
48177,0,48,TX,Texas
16067,0,16,ID,Idaho
42067,0,42,PA,Pennsylvania
17097,0,17,IL,Illinois
18149,0,18,IN,Indiana
42071,0,42,PA,Pennsylvania
37181,0,37,NC,North Carolina
37171,0,37,NC,North Carolina
17013,0,17,IL,Illinois
47031,0,47,TN,Tennessee
18165,0,18,IN,Indiana
47169,0,47,TN,Tennessee
47189,0,47,TN,Tennessee
13123,0,13,GA,Georgia
49041,0,49,UT,Utah
50023,0,50,VT,Vermont
10001,0,10,DE,Delaware
31035,0,31,NE,Nebraska
29109,0,29,MO,Missouri
29051,0,29,MO,Missouri
31111,0,31,NE,Nebraska
20169,0,20,KS,Kansas
27005,0,27,MN,Minnesota
40143,0,40,OK,Oklahoma
29053,0,29,MO,Missouri
55037,0,55,WI,Wisconsin
05063,0,05,AR,Arkansas
20149,0,20,KS,Kansas
23001,0,23,ME,Maine
23023,0,23,ME,Maine
48089,0,48,TX,Texas
48091,0,48,TX,Texas
48103,0,48,TX,Texas
48109,0,48,TX,Texas
16033,0,16,ID,Idaho
48001,0,48,TX,Texas
46011,1,46,SD,South Dakota
21033,0,21,KY,Kentucky
47079,0,47,TN,Tennessee
29023,0,29,MO,Missouri
48053,0,48,TX,Texas
35005,0,35,NM,New Mexico
35041,0,35,NM,New Mexico
38063,0,38,ND,North Dakota
37023,0,37,NC,North Carolina
42109,0,42,PA,Pennsylvania
51177,0,51,VA,Virginia
33013,0,33,NH,New Hampshire
42129,0,42,PA,Pennsylvania
29029,0,29,MO,Missouri
51520,0,51,VA,Virginia
51530,0,51,VA,Virginia
05069,0,05,AR,Arkansas
21135,0,21,KY,Kentucky
27053,0,27,MN,Minnesota
47165,0,47,TN,Tennessee
37165,0,37,NC,North Carolina
17043,0,17,IL,Illinois
17045,0,17,IL,Illinois
17067,0,17,IL,Illinois
51035,0,51,VA,Virginia
45007,0,45,SC,South Carolina
47171,0,47,TN,Tennessee
56011,1,56,WY,Wyoming
45061,0,45,SC,South Carolina
51057,0,51,VA,Virginia
47187,0,47,TN,Tennessee
34025,0,34,NJ,New Jersey
37115,0,37,NC,North Carolina
51690,0,51,VA,Virginia
05109,0,05,AR,Arkansas
51041,0,51,VA,Virginia
21139,0,21,KY,Kentucky
06077,0,06,CA,California
37037,0,37,NC,North Carolina
21149,0,21,KY,Kentucky
27045,0,27,MN,Minnesota
27083,0,27,MN,Minnesota
45049,0,45,SC,South Carolina
06115,0,06,CA,California
37175,0,37,NC,North Carolina
18151,0,18,IN,Indiana
48277,0,48,TX,Texas
08063,0,08,CO,Colorado
42073,0,42,PA,Pennsylvania
55095,0,55,WI,Wisconsin
21131,0,21,KY,Kentucky
17001,0,17,IL,Illinois
31079,0,31,NE,Nebraska
20199,0,20,KS,Kansas
48111,0,48,TX,Texas
51640,0,51,VA,Virginia
36051,0,36,NY,New York
55115,0,55,WI,Wisconsin
29163,0,29,MO,Missouri
48221,0,48,TX,Texas
45021,0,45,SC,South Carolina
42025,0,42,PA,Pennsylvania
47063,0,47,TN,Tennessee
48025,0,48,TX,Texas
42027,0,42,PA,Pennsylvania
47163,0,47,TN,Tennessee
30031,0,30,MT,Montana
47135,0,47,TN,Tennessee
53011,0,53,WA,Washington
51125,0,51,VA,Virginia
42053,0,42,PA,Pennsylvania
29099,0,29,MO,Missouri
29107,0,29,MO,Missouri
29117,0,29,MO,Missouri
29125,0,29,MO,Missouri
29151,0,29,MO,Missouri
51147,0,51,VA,Virginia
22053,0,22,LA,Louisiana
17139,0,17,IL,Illinois
21105,0,21,KY,Kentucky
21159,0,21,KY,Kentucky
01107,0,01,AL,Alabama
21037,0,21,KY,Kentucky
22117,0,22,LA,Louisiana
46081,1,46,SD,South Dakota
30023,0,30,MT,Montana
30093,0,30,MT,Montana
51097,0,51,VA,Virginia
25027,0,25,MA,Massachusetts
13049,0,13,GA,Georgia
42055,0,42,PA,Pennsylvania
54077,0,54,WV,West Virginia
46023,1,46,SD,South Dakota
23007,0,23,ME,Maine
37017,0,37,NC,North Carolina
26043,0,26,MI,Michigan
21115,0,21,KY,Kentucky
27011,1,27,MN,Minnesota
22045,0,22,LA,Louisiana
22011,0,22,LA,Louisiana
30065,0,30,MT,Montana
38015,0,38,ND,North Dakota
35047,0,35,NM,New Mexico
38093,0,38,ND,North Dakota
39137,0,39,OH,Ohio
38005,0,38,ND,North Dakota
39063,0,39,OH,Ohio
29031,0,29,MO,Missouri
33017,0,33,NH,New Hampshire
27123,0,27,MN,Minnesota
31153,0,31,NE,Nebraska
51179,0,51,VA,Virginia
37027,0,37,NC,North Carolina
47087,0,47,TN,Tennessee
24025,0,24,MD,Maryland
46041,1,46,SD,South Dakota
24029,0,24,MD,Maryland
49011,0,49,UT,Utah
49057,0,49,UT,Utah
48365,0,48,TX,Texas
27009,0,27,MN,Minnesota
21237,0,21,KY,Kentucky
21013,0,21,KY,Kentucky
23005,0,23,ME,Maine
06001,0,06,CA,California
37001,0,37,NC,North Carolina
45089,0,45,SC,South Carolina
48477,0,48,TX,Texas
40091,0,40,OK,Oklahoma
40017,0,40,OK,Oklahoma
40131,0,40,OK,Oklahoma
08014,0,08,CO,Colorado
48257,0,48,TX,Texas
48335,0,48,TX,Texas
48405,0,48,TX,Texas
51107,0,51,VA,Virginia
47105,0,47,TN,Tennessee
24047,0,24,MD,Maryland
48097,0,48,TX,Texas
12059,0,12,FL,Florida
12065,0,12,FL,Florida
12075,0,12,FL,Florida
12103,0,12,FL,Florida
41009,0,41,OR,Oregon
54055,0,54,WV,West Virginia
47123,0,47,TN,Tennessee
12079,0,12,FL,Florida
28051,0,28,MS,Mississippi
51071,0,51,VA,Virginia
08069,0,08,CO,Colorado
01031,0,01,AL,Alabama
51001,0,51,VA,Virginia
37131,0,37,NC,North Carolina
01041,0,01,AL,Alabama
13031,0,13,GA,Georgia
37113,0,37,NC,North Carolina
17047,0,17,IL,Illinois
08053,0,08,CO,Colorado
46105,1,46,SD,South Dakota
55021,0,55,WI,Wisconsin
19145,0,19,IA,Iowa
54025,0,54,WV,West Virginia
16015,0,16,ID,Idaho
18163,0,18,IN,Indiana
27075,0,27,MN,Minnesota
27139,0,27,MN,Minnesota
33005,0,33,NH,New Hampshire
13301,0,13,GA,Georgia
06023,0,06,CA,California
48359,0,48,TX,Texas
27141,0,27,MN,Minnesota
37019,0,37,NC,North Carolina
47141,0,47,TN,Tennessee
12003,0,12,FL,Florida
27021,0,27,MN,Minnesota
27035,0,27,MN,Minnesota
39171,0,39,OH,Ohio
50005,0,50,VT,Vermont
21107,0,21,KY,Kentucky
39123,0,39,OH,Ohio
19099,0,19,IA,Iowa
47003,0,47,TN,Tennessee
21047,0,21,KY,Kentucky
37085,0,37,NC,North Carolina
42119,0,42,PA,Pennsylvania
45031,0,45,SC,South Carolina
27007,0,27,MN,Minnesota
12067,0,12,FL,Florida
42007,0,42,PA,Pennsylvania
29047,0,29,MO,Missouri
46109,1,46,SD,South Dakota
46102,1,46,SD,South Dakota
42039,0,42,PA,Pennsylvania
08093,0,08,CO,Colorado
49027,0,49,UT,Utah
49047,0,49,UT,Utah
48027,0,48,TX,Texas
51127,0,51,VA,Virginia
50019,0,50,VT,Vermont
54093,0,54,WV,West Virginia
13071,0,13,GA,Georgia
54037,0,54,WV,West Virginia
50007,0,50,VT,Vermont
45033,0,45,SC,South Carolina
45043,0,45,SC,South Carolina
01053,0,01,AL,Alabama
26121,0,26,MI,Michigan
47125,0,47,TN,Tennessee
41069,0,41,OR,Oregon
30059,0,30,MT,Montana
26097,0,26,MI,Michigan
48169,0,48,TX,Texas
08119,0,08,CO,Colorado
55023,0,55,WI,Wisconsin
48259,0,48,TX,Texas
48227,0,48,TX,Texas
12007,0,12,FL,Florida
40113,0,40,OK,Oklahoma
36071,0,36,NY,New York
48213,0,48,TX,Texas
36001,0,36,NY,New York
01091,0,01,AL,Alabama
56001,0,56,WY,Wyoming
45051,0,45,SC,South Carolina
09015,0,09,CT,Connecticut
08079,0,08,CO,Colorado
54023,0,54,WV,West Virginia
48047,0,48,TX,Texas
45079,0,45,SC,South Carolina
51013,0,51,VA,Virginia
48131,0,48,TX,Texas
51185,0,51,VA,Virginia
12023,0,12,FL,Florida
12089,0,12,FL,Florida
54103,0,54,WV,West Virginia
39051,0,39,OH,Ohio
23021,0,23,ME,Maine
17153,0,17,IL,Illinois
01065,0,01,AL,Alabama
54043,0,54,WV,West Virginia
54045,0,54,WV,West Virginia
48275,0,48,TX,Texas
55045,0,55,WI,Wisconsin
06041,0,06,CA,California
39121,0,39,OH,Ohio
16081,0,16,ID,Idaho
13073,0,13,GA,Georgia
17181,0,17,IL,Illinois
05009,0,05,AR,Arkansas
13177,0,13,GA,Georgia
28129,0,28,MS,Mississippi
19155,0,19,IA,Iowa
13117,0,13,GA,Georgia
16073,0,16,ID,Idaho
39055,0,39,OH,Ohio
22023,0,22,LA,Louisiana
16023,0,16,ID,Idaho
13093,0,13,GA,Georgia
05145,0,05,AR,Arkansas
46137,1,46,SD,South Dakota
32015,0,32,NV,Nevada
32510,0,32,NV,Nevada
35061,0,35,NM,New Mexico
19127,0,19,IA,Iowa
36069,0,36,NY,New York
42021,0,42,PA,Pennsylvania
31041,0,31,NE,Nebraska
05007,0,05,AR,Arkansas
12005,0,12,FL,Florida
20075,0,20,KS,Kansas
25011,0,25,MA,Massachusetts
18095,0,18,IN,Indiana
27033,0,27,MN,Minnesota
13025,0,13,GA,Georgia
05117,0,05,AR,Arkansas
05107,0,05,AR,Arkansas
55079,0,55,WI,Wisconsin
55053,0,55,WI,Wisconsin
48141,0,48,TX,Texas
39061,0,39,OH,Ohio
22089,0,22,LA,Louisiana
29213,0,29,MO,Missouri
53031,0,53,WA,Washington
53043,0,53,WA,Washington
53045,0,53,WA,Washington
22103,0,22,LA,Louisiana
13103,0,13,GA,Georgia
40065,0,40,OK,Oklahoma
40141,0,40,OK,Oklahoma
21053,0,21,KY,Kentucky
48083,0,48,TX,Texas
13015,0,13,GA,Georgia
48403,0,48,TX,Texas
48421,0,48,TX,Texas
48427,0,48,TX,Texas
13109,0,13,GA,Georgia
48151,0,48,TX,Texas
48305,0,48,TX,Texas
29171,0,29,MO,Missouri
36031,0,36,NY,New York
40001,0,40,OK,Oklahoma
05015,0,05,AR,Arkansas
48183,0,48,TX,Texas
36039,0,36,NY,New York
28045,0,28,MS,Mississippi
31063,0,31,NE,Nebraska
47103,0,47,TN,Tennessee
47127,0,47,TN,Tennessee
36007,0,36,NY,New York
48041,0,48,TX,Texas
39167,0,39,OH,Ohio
01099,0,01,AL,Alabama
53029,0,53,WA,Washington
41019,0,41,OR,Oregon
54085,0,54,WV,West Virginia
29211,0,29,MO,Missouri
54095,0,54,WV,West Virginia
30025,1,30,MT,Montana
30091,0,30,MT,Montana
51021,0,51,VA,Virginia
31061,0,31,NE,Nebraska
39095,0,39,OH,Ohio
01083,0,01,AL,Alabama
05147,0,05,AR,Arkansas
40107,0,40,OK,Oklahoma
39005,0,39,OH,Ohio
13039,0,13,GA,Georgia
42051,0,42,PA,Pennsylvania
17057,0,17,IL,Illinois
30067,0,30,MT,Montana
26027,0,26,MI,Michigan
13105,0,13,GA,Georgia
12047,0,12,FL,Florida
05047,0,05,AR,Arkansas
42103,0,42,PA,Pennsylvania
22107,0,22,LA,Louisiana
40019,0,40,OK,Oklahoma
19133,0,19,IA,Iowa
13257,0,13,GA,Georgia
40055,0,40,OK,Oklahoma
13267,0,13,GA,Georgia
13281,0,13,GA,Georgia
40085,0,40,OK,Oklahoma
05073,0,05,AR,Arkansas
30027,0,30,MT,Montana
30083,0,30,MT,Montana
37103,0,37,NC,North Carolina
13185,0,13,GA,Georgia
53047,0,53,WA,Washington
13017,0,13,GA,Georgia
53073,0,53,WA,Washington
48185,0,48,TX,Texas
39053,0,39,OH,Ohio
54099,0,54,WV,West Virginia
51091,0,51,VA,Virginia
55085,0,55,WI,Wisconsin
55141,0,55,WI,Wisconsin
56013,0,56,WY,Wyoming
56017,0,56,WY,Wyoming
27095,0,27,MN,Minnesota
49007,0,49,UT,Utah
42127,0,42,PA,Pennsylvania
36043,0,36,NY,New York
36077,0,36,NY,New York
05071,0,05,AR,Arkansas
13027,0,13,GA,Georgia
40005,0,40,OK,Oklahoma
51061,0,51,VA,Virginia
36115,0,36,NY,New York
36017,0,36,NY,New York
01073,0,01,AL,Alabama
54017,0,54,WV,West Virginia
47011,0,47,TN,Tennessee
54005,0,54,WV,West Virginia
41007,0,41,OR,Oregon
12077,0,12,FL,Florida
28033,0,28,MS,Mississippi
08019,0,08,CO,Colorado
08025,0,08,CO,Colorado
29123,0,29,MO,Missouri
29153,0,29,MO,Missouri
40137,0,40,OK,Oklahoma
29179,0,29,MO,Missouri
30047,0,30,MT,Montana
22077,0,22,LA,Louisiana
08043,0,08,CO,Colorado
05087,0,05,AR,Arkansas
13087,0,13,GA,Georgia
13095,0,13,GA,Georgia
13205,0,13,GA,Georgia
13275,0,13,GA,Georgia
13315,0,13,GA,Georgia
54057,0,54,WV,West Virginia
51069,0,51,VA,Virginia
13263,0,13,GA,Georgia
20021,0,20,KS,Kansas
38071,0,38,ND,North Dakota
48181,0,48,TX,Texas
01063,0,01,AL,Alabama
51017,0,51,VA,Virginia
54019,0,54,WV,West Virginia
13289,0,13,GA,Georgia
30033,0,30,MT,Montana
37003,0,37,NC,North Carolina
28083,0,28,MS,Mississippi
37047,0,37,NC,North Carolina
27017,0,27,MN,Minnesota
42033,0,42,PA,Pennsylvania
29019,0,29,MO,Missouri
06045,0,06,CA,California
20157,0,20,KS,Kansas
20201,0,20,KS,Kansas
05115,0,05,AR,Arkansas
36027,0,36,NY,New York
48321,0,48,TX,Texas
25015,0,25,MA,Massachusetts
21085,0,21,KY,Kentucky
17071,0,17,IL,Illinois
05103,0,05,AR,Arkansas
37117,0,37,NC,North Carolina
28147,0,28,MS,Mississippi
13293,0,13,GA,Georgia
49029,0,49,UT,Utah
54003,0,54,WV,West Virginia
55071,0,55,WI,Wisconsin
01093,0,01,AL,Alabama
48333,0,48,TX,Texas
21021,0,21,KY,Kentucky
40075,0,40,OK,Oklahoma
37143,0,37,NC,North Carolina
24013,0,24,MD,Maryland
45029,0,45,SC,South Carolina
05133,0,05,AR,Arkansas
38099,0,38,ND,North Dakota
12041,0,12,FL,Florida
49013,0,49,UT,Utah
49019,0,49,UT,Utah
48281,0,48,TX,Texas
40071,0,40,OK,Oklahoma
40023,0,40,OK,Oklahoma
40063,0,40,OK,Oklahoma
48287,0,48,TX,Texas
48339,0,48,TX,Texas
40099,0,40,OK,Oklahoma
40121,0,40,OK,Oklahoma
40123,0,40,OK,Oklahoma
40061,0,40,OK,Oklahoma
22051,0,22,LA,Louisiana
51740,0,51,VA,Virginia
18019,0,18,IN,Indiana
20049,0,20,KS,Kansas
51003,0,51,VA,Virginia
22007,0,22,LA,Louisiana
36015,0,36,NY,New York
30063,0,30,MT,Montana
48487,0,48,TX,Texas
08065,0,08,CO,Colorado
08073,0,08,CO,Colorado
37091,0,37,NC,North Carolina
12039,0,12,FL,Florida
36023,0,36,NY,New York
42115,0,42,PA,Pennsylvania
40087,0,40,OK,Oklahoma
36091,0,36,NY,New York
36025,0,36,NY,New York
22095,0,22,LA,Louisiana
13153,0,13,GA,Georgia
13161,0,13,GA,Georgia
39175,0,39,OH,Ohio
26069,0,26,MI,Michigan
25007,0,25,MA,Massachusetts
20145,0,20,KS,Kansas
40149,0,40,OK,Oklahoma
20209,0,20,KS,Kansas
29097,0,29,MO,Missouri
37031,0,37,NC,North Carolina
01113,0,01,AL,Alabama
11001,0,11,DC,District of Columbia
16029,0,16,ID,Idaho
31149,0,31,NE,Nebraska
35028,0,35,NM,New Mexico
29131,0,29,MO,Missouri
28037,0,28,MS,Mississippi
28039,0,28,MS,Mississippi
53041,0,53,WA,Washington
13131,0,13,GA,Georgia
29027,0,29,MO,Missouri
34019,0,34,NJ,New Jersey
36059,0,36,NY,New York
17083,0,17,IL,Illinois
26059,0,26,MI,Michigan
37051,0,37,NC,North Carolina
17031,0,17,IL,Illinois
34013,0,34,NJ,New Jersey
30077,0,30,MT,Montana
06101,0,06,CA,California
01101,0,01,AL,Alabama
51051,0,51,VA,Virginia
13043,0,13,GA,Georgia
08097,0,08,CO,Colorado
20193,0,20,KS,Kansas
45039,0,45,SC,South Carolina
51775,0,51,VA,Virginia
13029,0,13,GA,Georgia
48217,0,48,TX,Texas
46071,1,46,SD,South Dakota
39141,0,39,OH,Ohio
40145,0,40,OK,Oklahoma
42107,0,42,PA,Pennsylvania
45009,0,45,SC,South Carolina
47061,0,47,TN,Tennessee
48395,0,48,TX,Texas
48439,0,48,TX,Texas
48265,0,48,TX,Texas
48491,0,48,TX,Texas
51049,0,51,VA,Virginia
22057,0,22,LA,Louisiana
26047,0,26,MI,Michigan
17089,0,17,IL,Illinois
06065,0,06,CA,California
40115,0,40,OK,Oklahoma
13169,0,13,GA,Georgia
41059,0,41,OR,Oregon
06035,0,06,CA,California
26053,0,26,MI,Michigan
50027,0,50,VT,Vermont
13303,0,13,GA,Georgia
30103,0,30,MT,Montana
35013,0,35,NM,New Mexico
19079,0,19,IA,Iowa
19043,0,19,IA,Iowa
55011,0,55,WI,Wisconsin
08011,0,08,CO,Colorado
29091,0,29,MO,Missouri
32007,0,32,NV,Nevada
37053,0,37,NC,North Carolina
48261,0,48,TX,Texas
40135,0,40,OK,Oklahoma
41063,0,41,OR,Oregon
13167,0,13,GA,Georgia
41071,0,41,OR,Oregon
55041,0,55,WI,Wisconsin
39135,0,39,OH,Ohio
22025,0,22,LA,Louisiana
29037,0,29,MO,Missouri
06097,0,06,CA,California
23017,0,23,ME,Maine
05005,0,05,AR,Arkansas
35025,0,35,NM,New Mexico
18135,0,18,IN,Indiana
54079,0,54,WV,West Virginia
54081,0,54,WV,West Virginia
54109,0,54,WV,West Virginia
34037,0,34,NJ,New Jersey
18001,0,18,IN,Indiana
47035,0,47,TN,Tennessee
19177,0,19,IA,Iowa
21031,0,21,KY,Kentucky
42015,0,42,PA,Pennsylvania
29045,0,29,MO,Missouri
05041,0,05,AR,Arkansas
08003,0,08,CO,Colorado
12017,0,12,FL,Florida
24019,0,24,MD,Maryland
29127,0,29,MO,Missouri
33003,0,33,NH,New Hampshire
04019,0,04,AZ,Arizona
12045,0,12,FL,Florida
35049,0,35,NM,New Mexico
28057,0,28,MS,Mississippi
29111,0,29,MO,Missouri
37087,0,37,NC,North Carolina
18077,0,18,IN,Indiana
31147,0,31,NE,Nebraska
40127,0,40,OK,Oklahoma
30095,0,30,MT,Montana
19061,0,19,IA,Iowa
48457,0,48,TX,Texas
13239,0,13,GA,Georgia
26115,0,26,MI,Michigan
19149,1,19,IA,Iowa
48385,0,48,TX,Texas
51085,0,51,VA,Virginia
08115,0,08,CO,Colorado
13081,0,13,GA,Georgia
19129,0,19,IA,Iowa
19161,0,19,IA,Iowa
48393,0,48,TX,Texas
17077,0,17,IL,Illinois
24033,0,24,MD,Maryland
28075,0,28,MS,Mississippi
31083,0,31,NE,Nebraska
36029,0,36,NY,New York
05045,0,05,AR,Arkansas
01129,0,01,AL,Alabama
50001,0,50,VT,Vermont
13121,0,13,GA,Georgia
29081,0,29,MO,Missouri
08083,0,08,CO,Colorado
30005,0,30,MT,Montana
26157,0,26,MI,Michigan
38033,0,38,ND,North Dakota
32005,0,32,NV,Nevada
08099,0,08,CO,Colorado
51081,0,51,VA,Virginia
17161,0,17,IL,Illinois
48377,0,48,TX,Texas
08055,0,08,CO,Colorado
18055,0,18,IN,Indiana
26155,0,26,MI,Michigan
28007,0,28,MS,Mississippi
30087,0,30,MT,Montana
37067,0,37,NC,North Carolina
37069,0,37,NC,North Carolina
22065,0,22,LA,Louisiana
28149,0,28,MS,Mississippi
48043,0,48,TX,Texas
51005,0,51,VA,Virginia
01055,0,01,AL,Alabama
06047,0,06,CA,California
51165,0,51,VA,Virginia
51171,0,51,VA,Virginia
28163,0,28,MS,Mississippi
28079,0,28,MS,Mississippi
28119,0,28,MS,Mississippi
22029,0,22,LA,Louisiana
27169,0,27,MN,Minnesota
41037,0,41,OR,Oregon
45011,0,45,SC,South Carolina
12093,0,12,FL,Florida
13051,0,13,GA,Georgia
19167,1,19,IA,Iowa
08059,0,08,CO,Colorado
21023,0,21,KY,Kentucky
32003,0,32,NV,Nevada
20103,0,20,KS,Kansas
51145,0,51,VA,Virginia
22033,0,22,LA,Louisiana
48345,0,48,TX,Texas
12086,0,12,FL,Florida
13237,0,13,GA,Georgia
39031,0,39,OH,Ohio
13251,0,13,GA,Georgia
13259,0,13,GA,Georgia
13159,0,13,GA,Georgia
48323,0,48,TX,Texas
54027,0,54,WV,West Virginia
01035,0,01,AL,Alabama
42089,0,42,PA,Pennsylvania
36011,0,36,NY,New York
18181,0,18,IN,Indiana
26101,0,26,MI,Michigan
24023,0,24,MD,Maryland
06099,0,06,CA,California
24041,0,24,MD,Maryland
13283,0,13,GA,Georgia
30109,0,30,MT,Montana
41053,0,41,OR,Oregon
39057,0,39,OH,Ohio
39049,0,39,OH,Ohio
53009,0,53,WA,Washington
13045,0,13,GA,Georgia
37099,0,37,NC,North Carolina
54059,0,54,WV,West Virginia
54061,0,54,WV,West Virginia
13181,0,13,GA,Georgia
48273,0,48,TX,Texas
48443,0,48,TX,Texas
36083,0,36,NY,New York
13035,0,13,GA,Georgia
46125,1,46,SD,South Dakota
13187,0,13,GA,Georgia
13111,0,13,GA,Georgia
18083,0,18,IN,Indiana
31025,0,31,NE,Nebraska
41029,0,41,OR,Oregon
21199,0,21,KY,Kentucky
47131,0,47,TN,Tennessee
38053,0,38,ND,North Dakota
18179,0,18,IN,Indiana
19163,0,19,IA,Iowa
19087,0,19,IA,Iowa
22091,0,22,LA,Louisiana
22121,0,22,LA,Louisiana
18103,0,18,IN,Indiana
06109,0,06,CA,California
18109,0,18,IN,Indiana
12057,0,12,FL,Florida
13195,0,13,GA,Georgia
13207,0,13,GA,Georgia
39073,0,39,OH,Ohio
13225,0,13,GA,Georgia
39017,0,39,OH,Ohio
13309,0,13,GA,Georgia
30061,0,30,MT,Montana
22035,0,22,LA,Louisiana
08031,0,08,CO,Colorado
22067,0,22,LA,Louisiana
40015,0,40,OK,Oklahoma
08013,0,08,CO,Colorado
36119,0,36,NY,New York
01039,0,01,AL,Alabama
13291,0,13,GA,Georgia
31107,1,31,NE,Nebraska
50013,0,50,VT,Vermont
31173,0,31,NE,Nebraska
51820,0,51,VA,Virginia
39013,0,39,OH,Ohio
01125,0,01,AL,Alabama
27077,0,27,MN,Minnesota
31021,0,31,NE,Nebraska
20117,0,20,KS,Kansas
55001,0,55,WI,Wisconsin
20137,0,20,KS,Kansas
30111,0,30,MT,Montana
48215,0,48,TX,Texas
13249,0,13,GA,Georgia
05129,0,05,AR,Arkansas
55103,0,55,WI,Wisconsin
51175,0,51,VA,Virginia
28157,0,28,MS,Mississippi
08071,0,08,CO,Colorado
40125,0,40,OK,Oklahoma
01131,0,01,AL,Alabama
28159,0,28,MS,Mississippi
54021,0,54,WV,West Virginia
53015,0,53,WA,Washington
01029,0,01,AL,Alabama
18003,0,18,IN,Indiana
51139,0,51,VA,Virginia
39009,0,39,OH,Ohio
54053,0,54,WV,West Virginia
06075,0,06,CA,California
13033,0,13,GA,Georgia
48445,0,48,TX,Texas
39153,0,39,OH,Ohio
19107,0,19,IA,Iowa
45015,0,45,SC,South Carolina
47041,0,47,TN,Tennessee
48373,0,48,TX,Texas
21239,0,21,KY,Kentucky
39091,0,39,OH,Ohio
40069,0,40,OK,Oklahoma
48449,0,48,TX,Texas
17173,0,17,IL,Illinois
20131,0,20,KS,Kansas
28011,0,28,MS,Mississippi
28021,0,28,MS,Mississippi
28025,0,28,MS,Mississippi
47145,0,47,TN,Tennessee
21059,0,21,KY,Kentucky
27049,0,27,MN,Minnesota
51133,0,51,VA,Virginia
20147,0,20,KS,Kansas
42091,0,42,PA,Pennsylvania
26163,0,26,MI,Michigan
12021,0,12,FL,Florida
13127,0,13,GA,Georgia
39155,0,39,OH,Ohio
27071,0,27,MN,Minnesota
26013,0,26,MI,Michigan
42133,0,42,PA,Pennsylvania
53023,0,53,WA,Washington
06033,0,06,CA,California
17019,0,17,IL,Illinois
19187,0,19,IA,Iowa
21081,0,21,KY,Kentucky
06029,0,06,CA,California
22079,0,22,LA,Louisiana
27145,0,27,MN,Minnesota
26145,0,26,MI,Michigan
19111,0,19,IA,Iowa
20163,0,20,KS,Kansas
42101,0,42,PA,Pennsylvania
38101,0,38,ND,North Dakota
18035,0,18,IN,Indiana
27061,0,27,MN,Minnesota
55029,0,55,WI,Wisconsin
01081,0,01,AL,Alabama
13151,0,13,GA,Georgia
55051,0,55,WI,Wisconsin
13009,0,13,GA,Georgia
40095,0,40,OK,Oklahoma
51075,0,51,VA,Virginia
38061,0,38,ND,North Dakota
39025,0,39,OH,Ohio
48005,0,48,TX,Texas
23013,0,23,ME,Maine
31081,0,31,NE,Nebraska
51065,0,51,VA,Virginia
46121,1,46,SD,South Dakota
16041,0,16,ID,Idaho
37139,0,37,NC,North Carolina
22015,0,22,LA,Louisiana
04013,0,04,AZ,Arizona
29155,0,29,MO,Missouri
17125,0,17,IL,Illinois
13037,0,13,GA,Georgia
17129,0,17,IL,Illinois
40089,0,40,OK,Oklahoma
37075,0,37,NC,North Carolina
55007,0,55,WI,Wisconsin
55003,0,55,WI,Wisconsin
55031,0,55,WI,Wisconsin
22021,0,22,LA,Louisiana
37041,0,37,NC,North Carolina
51095,0,51,VA,Virginia
37073,0,37,NC,North Carolina
55063,0,55,WI,Wisconsin
55121,0,55,WI,Wisconsin
06113,0,06,CA,California
36079,0,36,NY,New York
28035,0,28,MS,Mississippi
28089,0,28,MS,Mississippi
45091,0,45,SC,South Carolina
37029,0,37,NC,North Carolina
22093,0,22,LA,Louisiana
22109,0,22,LA,Louisiana
37039,0,37,NC,North Carolina
08067,0,08,CO,Colorado
39157,0,39,OH,Ohio
13139,0,13,GA,Georgia
13145,0,13,GA,Georgia
17015,0,17,IL,Illinois
51063,0,51,VA,Virginia
54097,0,54,WV,West Virginia
28091,0,28,MS,Mississippi
37125,0,37,NC,North Carolina
42063,0,42,PA,Pennsylvania
24045,0,24,MD,Maryland
40029,0,40,OK,Oklahoma
08085,0,08,CO,Colorado
21219,0,21,KY,Kentucky
27047,0,27,MN,Minnesota
51027,0,51,VA,Virginia
05137,0,05,AR,Arkansas
18031,0,18,IN,Indiana
21123,0,21,KY,Kentucky
31113,0,31,NE,Nebraska
36111,0,36,NY,New York
48431,0,48,TX,Texas
42047,0,42,PA,Pennsylvania
19071,0,19,IA,Iowa
16039,0,16,ID,Idaho
42061,0,42,PA,Pennsylvania
51149,0,51,VA,Virginia
05093,0,05,AR,Arkansas
12073,0,12,FL,Florida
54063,0,54,WV,West Virginia
37055,0,37,NC,North Carolina
48061,0,48,TX,Texas
54035,0,54,WV,West Virginia
01009,0,01,AL,Alabama
27171,0,27,MN,Minnesota
48371,0,48,TX,Texas
34041,0,34,NJ,New Jersey
31087,0,31,NE,Nebraska
39023,0,39,OH,Ohio
36047,0,36,NY,New York
39075,0,39,OH,Ohio
27097,0,27,MN,Minnesota
42111,0,42,PA,Pennsylvania
31029,0,31,NE,Nebraska
41027,0,41,OR,Oregon
17183,0,17,IL,Illinois
48307,0,48,TX,Texas
55017,0,55,WI,Wisconsin
20087,0,20,KS,Kansas
19115,0,19,IA,Iowa
22041,0,22,LA,Louisiana
13197,0,13,GA,Georgia
48139,0,48,TX,Texas
