series_id,reference,percent_change_employment_previous,percent_change_imputed
CES1000000001,690,-0.14492753623188404,-0.1159420289855072
CES2000000001,7648,-0.03817991631799167,-0.02379707112970708
CES3000000001,12799,-0.044378467067739624,-0.04023751855613722
CES3100000001,8007,-0.05207943049831398,-0.04833270887973029
CES3200000001,4792,-0.03151085141903176,-0.026711185308848084
CES4000000001,27876,-0.028088678433060732,-0.024716602094992157
CES4200000001,15609.8,-0.025849146049276683,-0.02440774385322042
CES4300000001,5823.1,-0.019508509213305714,-0.011351342068657622
CES5000000001,2914,-0.08201784488675357,-0.08270418668496915
CES5500000001,8875,-0.011605633802816873,-0.009802816901408495
CES5552000001,6513.4,0.00408388859888853,0.004820830902447337
CES5553000001,2361.6,-0.05487804878048774,-0.049966124661246614
CES6000000001,21469,-0.034980669802971764,-0.03190646979365597
CES6054000001,9708.7,-0.011937746557211693,-0.009105235510418641
CES6055000001,2425,-0.03583505154639177,-0.03550515463917525
CES6056000001,9334.8,-0.05871577323563426,-0.05459142134807371
CES6500000001,24565,-0.05182169753714638,-0.0477101567270507
CES6561000001,3778.7,-0.0990023023791251,-0.08195940402784019
CES6562000001,20786.5,-0.043254035070839136,-0.04150289851586375
CES7000000001,16915,-0.20183269287614547,-0.18527933786579953
CES7071000001,2501.9,-0.30880530796594596,-0.28306487069826936
CES7072000001,14412.9,-0.18325250296609286,-0.1682728666680543
CES8000000001,5937,-0.07377463365336023,-0.06670035371399696
CES9000000001,22835,-0.05947011167068095,-0.05351434201883076
CES9091000001,2863,0.004191407614390519,0.00663639538945171
CES9092000001,5303,-0.06543465962662642,-0.056760324344710567
CES9093000001,14669,-0.0697389051741768,-0.06408071443179497
