series_id,reference,percent_change_employment_previous,percent_change_imputed
CES3231130001,81.4,-0.1351351351351351,-0.12009345336637822
CES3231140001,174,-0.03218390804597693,-0.017142226277220063
CES3231150001,155.7,-0.046242774566473965,-0.0312010927977171
CES3231160001,535.5,-3.734827264240126e-4,0.014668199042332852
CES3231181101,86.1,-0.29849012775842043,-0.28344844598966357
CES3232910001,287.4,-0.1927627000695894,-0.17297908337716272
CES3232990001,37.9,-0.10817941952506605,-0.08839580283263937
CES3232210001,95.5,-0.013612565445026203,-0.013887592947776417
CES3232221001,150.1,-0.030646235842771485,-0.0309212633455217
CES3232411001,68.4,-0.03947368421052633,-0.04909748123589819
CES3232419001,45.6,-0.11184210526315796,-0.12146590228852983
CES3232520001,94.2,-0.04140127388535042,-0.03858139373025704
CES3232530001,37.3,0.008042895442359255,0.010862775597452634
CES3232540001,308.2,-0.002595717066839698,2.2416308825368159e-4
CES3232550001,65.1,-0.10752688172043001,-0.10470700156533663
CES3232560001,111.2,-0.0053956834532374875,-0.002575803298144108
CES3232610001,608.3,-0.10767713299358872,-0.06774145891157313
CES3232621001,58.8,-0.00170068027210879,0.0382349938099068
CES3232629001,78.9,-0.11280101394169839,-0.0728653398596828
CES3132710001,40.7,-0.15233415233415237,-0.10440182150708466
CES3132720001,84.8,-0.16273584905660377,-0.11480351822953605
CES3133130001,57.8,-0.06574394463667821,-0.09096530229699473
CES3133140001,61.2,-0.02450980392156865,-0.049731161581885175
CES3133150001,115.9,-0.16997411561691111,-0.19519547327722764
CES3133210001,100.3,-0.09970089730807574,-0.08298818081774628
CES3133220001,34.4,-0.09302325581395343,-0.07631053932362397
CES3133270001,358,-0.09273743016759772,-0.07602471367726826
CES3133280001,140.3,-0.09764789736279411,-0.08093518087246465
CES3133299401,45.4,-0.02422907488986792,-0.007516358399538459
CES3133311001,75.9,-0.09617918313570506,-0.07581698834338146
CES3133330001,95.4,-0.07232704402515733,-0.05196484923283373
CES3133350001,176.8,-0.13178733031674217,-0.11142513552441857
CES3133360001,97.7,-0.12998976458546574,-0.10962756979314214
CES3133520001,61.8,-0.04692556634304201,-0.08475004100311612
CES3133641901,88.1,0.0034052213393871433,0.01832288729842091
CES3133690001,60.8,-0.014802631578947345,1.1503438008642064e-4
CES3133660001,142.9,-0.1427571728481456,-0.12783950688911183
CES3132110001,92.9,-0.05920344456404736,-0.05189706365805613
CES3132120001,84.2,-0.05581947743467941,-0.04851309652868818
CES3132199001,69,-0.13478260869565217,-0.12747622778966095
CES3133910001,330.7,-0.12276988206833983,-0.07300266421635715
CES3133992001,43.5,-0.17471264367816097,-0.12494542582617829
CES4142310001,363.2,-0.09278634361233473,-0.09151344699637698
CES4142320001,115.2,-0.13107638888888895,-0.1298034922729312
CES4142330001,247.3,-0.0420541852001618,-0.040781288584204045
CES4142340001,696.4,-0.04092475588742106,-0.03965185927146331
CES4142350001,136.6,-0.061493411420205035,-0.06022051480424728
CES4142360001,358.5,-0.046304044630404495,-0.04503114801444674
CES4142370001,289.5,-0.0455958549222798,-0.04432295830632205
CES4142380001,720.5,-0.05287994448299793,-0.05160704786704018
CES4142393001,102.4,-0.1015625,-0.10028960338404225
CES4142410001,126.2,-0.06101426307448499,-0.05523550688296042
CES4142430001,153.9,-0.3151397011046134,-0.30936094491308885
CES4142440001,801.5,-0.0771054273237679,-0.07132667113224334
CES4142450001,69.5,0.03309352517985609,0.03887228137138066
CES4142470001,101.1,-0.022749752720079064,-0.016970996528554494
CES4142480001,204.2,-0.032321253672869754,-0.026542497481345184
CES4142491001,120.3,-0.012468827930174564,-0.006690071738649994
CES4244314101,48.2,-0.19709543568464727,-0.39633801931603796
CES4244314201,427.8,-0.07456755493221134,-0.27381013856360203
