series_id,reference,percent_change_employment_previous,percent_change_imputed
CES3231130001,81.4,-0.10933660933660938,-0.10474557393731021
CES3231140001,174,-0.025287356321839094,-0.020696320922539924
CES3231150001,155.7,-0.03339755940912004,-0.028806524009820866
CES3231160001,535.5,-0.0022408963585435204,0.00235013904075565
CES3231181101,86.1,-0.21602787456445993,-0.21143683916516076
CES3232910001,287.4,-0.17606123869171875,-0.12629307794983302
CES3232990001,37.9,-0.07124010554089699,-0.021471944799011267
CES3232210001,95.5,-0.032460732984293084,-0.02833532044303899
CES3232221001,150.1,-0.03197868087941358,-0.027853268338159487
CES3232411001,68.4,-0.03508771929824572,-0.04821107887829823
CES3232419001,45.6,-0.1578947368421053,-0.17101809642215782
CES3232520001,94.2,-0.04670912951167738,-0.043771754350121705
CES3232530001,37.3,0.01608579088471851,0.019023166046274187
CES3232540001,308.2,-0.0012978585334197934,0.0016395166281358842
CES3232550001,65.1,-0.08909370199692779,-0.08615632683537211
CES3232560001,111.2,-8.992805755396738e-4,0.002038094586016004
CES3232610001,608.3,-0.06953805687982895,-0.04032336912855572
CES3232621001,58.8,0.015306122448979664,0.04452081020025289
CES3232629001,78.9,-0.10139416983523442,-0.07217948208396119
CES3132710001,40.7,-0.039312039312039304,-0.02239474607895653
CES3132720001,84.8,-0.16273584905660377,-0.145818555823521
CES3133130001,57.8,-0.05190311418685123,-0.037414249147946
CES3133140001,61.2,-0.08333333333333337,-0.06884446829442814
CES3133150001,115.9,-0.18809318377912,-0.17360431874021476
CES3133210001,100.3,-0.0847457627118644,-0.07726547428272501
CES3133220001,34.4,-0.12209302325581395,-0.11461273482667456
CES3133270001,358,-0.07737430167597759,-0.0698940132468382
CES3133280001,140.3,-0.08980755523877415,-0.08232726680963476
CES3133299401,45.4,0,0.007480288429139392
CES3133311001,75.9,-0.006587615283267456,0.009179570949726545
CES3133330001,95.4,-0.07547169811320753,-0.05970451188021353
CES3133350001,176.8,-0.09558823529411764,-0.07982104906112364
CES3133360001,97.7,-0.1218014329580348,-0.1060342467250408
CES3133520001,61.8,-0.11326860841423947,-0.10090766898284276
