IND,state,led_code,percent_change_state_imputed
5190,02,44,-0.14615946779708822
5280,02,45,0.018397507766452437
5295,02,45,-0.1297943573753656
5370,02,45,-0.46497954256055085
5381,02,45,-0.03557441226660141
5391,02,45,0.03076494556831655
5470,02,45,-0.07944807008126742
5480,02,45,-0.18741523245257485
5490,02,45,-0.1221569288093155
5570,02,45,-0.1167336617710043
5580,02,45,0.05832062266247928
5593,02,45,0.09233475041793215
5670,02,45,-0.16010632759158472
5680,02,45,-0.03751911528007024
5690,02,45,-0.0528929919051464
6070,02,48,-0.29647891510542435
6080,02,48,-0.23986450233243384
6090,02,48,-0.2576067012588812
6170,02,48,-0.16238497851475964
6190,02,48,-0.3784009197586773
6270,02,48,-0.17972915070926598
6280,02,48,-0.28562915956980117
6290,02,48,-0.20259711788976031
6370,02,49,0.009499272344381415
6380,02,49,-7.337338582222852e-4
6390,02,49,-0.054804707509847894
0570,02,22,-0.07635995245726357
0580,02,22,-0.08706866938695768
0670,02,22,-0.08675009875239215
0680,02,22,-0.08675009875239215
6470,02,51,-0.13512797711434543
6490,02,51,0.06346802617890845
6570,02,51,-0.29344028618506046
6590,02,51,-0.29344028618506046
6670,02,51,-0.09527134431457795
6672,02,51,0.09699336007535009
6680,02,51,-0.034426755432765965
6695,02,51,0.032404908962115675
6770,02,51,0.08258569408608274
6780,02,51,0.08258569408608274
6970,02,52,-0.03812521265848412
6991,02,52,-0.06273426226948775
6992,02,52,-0.060703906227325355
7072,02,53,-0.07114686271682957
7080,02,53,-0.2228085522556692
7270,02,54,-0.008196852223818385
7280,02,54,0.04923587740171653
7290,02,54,0.024588535055562577
7370,02,54,0.010670887974281507
7380,02,54,0.02145159038986555
7390,02,54,0.04639339829454414
7460,02,54,0.09263743044125983
7470,02,54,-0.07342649003367296
7480,02,54,0.10631347721526496
7570,02,55,-0.0014020618556701558
7580,02,56,-0.17337825617800617
7590,02,56,-0.20068022194249624
7670,02,56,-0.3871759048718191
7680,02,56,-0.14956772032772747
7770,02,56,-0.09387428503354556
7790,02,56,-0.12267080395989771
7860,02,61,-0.08528483300782241
7970,02,62,0.007995750448584027
7980,02,62,0.03880057084772559
7990,02,62,0.07883824468731637
8070,02,62,0.021957458802629892
8090,02,62,0.022399522166710706
8170,02,62,-0.01333148614134616
8192,02,62,-0.036900654115719744
8270,02,62,-0.1206786779559158
8370,02,62,-0.01581905106942738
8380,02,62,0.0024891103681580207
8390,02,62,-0.11482487773685124
8470,02,62,-0.09692368374870053
8561,02,71,-0.5876311660113609
8562,02,71,-0.37666832660815464
8563,02,71,-0.5523277593636571
8564,02,71,-0.341285541225369
8570,02,71,-0.44381506903814694
8580,02,71,-0.46355428045119274
8660,02,72,-0.35410626612441565
8690,02,72,-0.38735005221574104
8780,02,81,0.09214625390989917
8790,02,81,0.0454708412470094
8870,02,81,0.029220202259685024
8891,02,81,0.044900222760631214
8970,02,81,-0.07453961391884667
8980,02,81,-0.07453961391884667
9070,02,81,-0.12866446831420053
9080,02,81,0.039012322863399285
9090,02,81,-0.0787051912608947
9180,02,81,0.0016921447541667911
9670,02,92,0.017462195331112262
9680,02,92,0.017462195331112262
9690,02,92,0.017462195331112262
9770,02,92,0.017462195331112262
9780,02,92,0.017462195331112262
9790,02,92,0.017462195331112262
9870,02,92,0.017462195331112262
0170,02,11,NA
0180,02,11,NA
0190,02,11,NA
0280,02,11,NA
0290,02,11,NA
0590,02,22,NA
9920,02,NA,NA
1070,02,31,0.041094152537324714
1270,02,31,-0.03251480505378408
1280,02,31,-0.04854005830118002
1890,02,32,-0.05093161920716903
2290,02,32,-0.05842522526486861
2570,02,32,-0.05457353768820875
2590,02,32,-0.05457353768820875
2670,02,33,-0.05898470842639721
2870,02,33,-0.02200457220591405
2980,02,33,-0.06494992580302228
3080,02,33,-0.1190174871810549
3291,02,33,-0.004116470104704816
3370,02,33,-0.01183715919287508
3390,02,33,-0.01183715919287508
3490,02,33,-0.06817931416459491
3570,02,33,-0.1018132252713729
3580,02,33,-0.12170618460148647
3875,02,32,-0.05345716103983491
3980,02,33,-0.021109310274204093
4290,02,42,-0.06609347259312691
4380,02,42,-0.10644475326022698
4580,02,42,-0.08113473537889107
4585,02,42,-0.13599801827040334
4870,02,44,0.036473152345973606
5080,02,44,-0.1607403070092643
5275,02,45,-0.09283653595426737
6180,02,48,-0.3150381738502627
6480,02,51,-0.11119957689364862
6690,02,51,-0.056652376728711554
6870,02,52,-0.09863509154584149
6880,02,52,-0.09863509154584149
6890,02,52,0.002261191580164408
7071,02,53,-0.10070537328682358
7181,02,53,-0.2009037511389115
7190,02,53,-0.18079389163032597
7490,02,54,-0.04347474274686023
7690,02,56,-0.15109240783014652
7780,02,56,-0.1260045520295441
7870,02,61,-0.12302577971180484
7880,02,61,-0.17920647573898907
7890,02,61,-0.14874399766273338
8080,02,62,-0.010759251150390423
8180,02,62,0.016582329202270762
8191,02,62,0.0011916181630299092
8290,02,62,-0.07603586064878733
8590,02,71,-0.3981677812241195
8670,02,72,0.01188102540632458
8680,02,72,-0.24339173499658728
8770,02,81,0.0277445342912932
8990,02,81,0.02006069211595474
9160,02,81,0.05394425328433868
9170,02,81,-0.06712213162335091
9190,02,81,0.09840531531538634
9370,02,92,-0.0414549488908102
9380,02,92,-0.0414549488908102
9390,02,92,-0.0414549488908102
9470,02,92,-0.0414549488908102
9480,02,92,-0.0414549488908102
9490,02,92,-0.0414549488908102
9570,02,92,-0.0414549488908102
9590,02,92,-0.0414549488908102
0480,02,21,-0.20596137401009773
0690,02,22,-0.07988998936145852
1290,02,31,-0.03497289056607222
1770,02,31,-0.04404430634604861
1790,02,31,-0.04404430634604861
2990,02,33,-0.05289198299765809
3990,02,33,-0.04404430634604861
4590,02,42,-0.09564563493215328
5790,02,44,-0.03717953822645803
9290,02,81,0.0065689742294088305
0270,04,11,0.0013183346724995326
0370,04,21,0.09060186064173137
0380,04,21,-0.032772323515661506
0390,04,21,0.11182303585049591
0470,04,21,0.08652869683646425
0490,04,21,-0.054738577764379626
0770,04,23,-0.01047322994515354
1080,04,31,-0.014398864257761157
1090,04,31,-0.0033645301672489136
1170,04,31,-9.027202988922678e-4
1180,04,31,0.011540017143952475
1190,04,31,4.797834362426645e-4
1370,04,31,0.04963211198614437
1390,04,31,0.009827814798473056
1470,04,31,-0.056815394669850305
1480,04,31,-0.056815394669850305
1490,04,31,-0.056815394669850305
1570,04,31,-0.0294406884682884
1590,04,31,-0.0294406884682884
1670,04,31,-0.09723316431029971
1691,04,31,-0.09723316431029971
1870,04,32,-0.05963277107076992
1880,04,32,0.025428497101582903
1990,04,32,-0.08820474353133967
2070,04,32,-0.09219238770411864
2090,04,32,-0.1165270571850866
2170,04,32,-0.02563417850078764
2180,04,32,0.0831317168504736
2190,04,32,0.07071728634778707
2270,04,32,0.0071906458670631945
2280,04,32,0.03604469271255073
2370,04,32,0.006933345930127177
2380,04,32,0.07043810381271709
2390,04,32,0.023393144502893648
2470,04,32,-0.036511043835172896
2480,04,32,-0.036511043835172896
2490,04,32,-0.023734749516822307
2680,04,33,0.011530813245900662
2690,04,33,-0.051199956408785385
2770,04,33,-0.0556521830860538
2780,04,33,-0.01876504016212721
2790,04,33,0.01140412537039559
2880,04,33,-0.017956513990243783
2890,04,33,-0.05973226857113745
2970,04,33,0.21287126288404468
3070,04,33,0.13929050617795502
3095,04,33,-0.04642581169228133
3170,04,33,-0.040904844267097284
3180,04,33,-0.054301437826979604
3365,04,33,0.06078031503136505
3380,04,33,0.039495299931916916
3470,04,33,0.11289751354669808
3590,04,33,0.08729735348284862
3670,04,33,0.08467180775522454
3680,04,33,0.03699701495075092
3690,04,33,0.08467180775522454
3770,04,32,0.03973558582487391
3780,04,32,-0.020985088241586847
3790,04,32,0.15750949533599679
3895,04,33,-0.023144588784192233
3960,04,33,0.053998907081782566
3970,04,33,0.17771809676492945
4070,04,42,-0.0060996956613454945
4080,04,42,0.020594868856266935
4090,04,42,0.11232773035271393
4170,04,42,0.06922985623671496
4180,04,42,0.02047146903699626
4195,04,42,0.033408838657062456
4265,04,42,0.06736415624842329
4270,04,42,0.01993057430470524
4280,04,42,-0.012659506495209749
4370,04,42,0.047589277458579216
4390,04,42,-0.049074534167678596
4470,04,42,0.03563563998407904
4480,04,42,0.07707870379343129
4490,04,42,0.08980552457394353
4560,04,42,0.03871306542779296
4570,04,42,0.08673614280240627
4670,04,44,-0.022758461223506554
4680,04,44,0.03446683117950111
4690,04,44,0.016386026365619477
4770,04,44,-0.028675259393333707
4780,04,44,0.053250248852790394
4795,04,44,-0.09434471627988006
4880,04,44,0.04588507844230838
4890,04,44,0.1116733977805715
4971,04,44,0.03868586257286322
4972,04,44,0.027596200394276904
4980,04,44,-0.020934844846172362
4990,04,44,0.01225495339043825
5070,04,44,0.05305184724497847
5090,04,44,0.028538724397868753
5170,04,44,-0.1363539974216621
5180,04,44,-0.24976657255504497
5190,04,44,-0.10110558128761882
5280,04,45,0.06345139427592184
5295,04,45,-0.0847404708658962
5370,04,45,-0.41992565605108145
5381,04,45,0.009479474242867991
5391,04,45,0.07581883207778595
5470,04,45,-0.03439418357179802
5480,04,45,-0.14236134594310546
5490,04,45,-0.0771030422998461
5570,04,45,-0.0716797752615349
5580,04,45,0.10337450917194868
5593,04,45,0.13738863692740155
5670,04,45,-0.11505244108211532
5680,04,45,0.007534771229399162
5690,04,45,-0.007839105395677004
6070,04,48,0.03882783949089874
6080,04,48,0.09544225226388925
6090,04,48,0.0777000533374419
6170,04,48,0.17292177608156345
6190,04,48,-0.0430941651623542
6270,04,48,0.1555776038870571
6280,04,48,0.049677595026521915
6290,04,48,0.13270963670656277
6370,04,49,0.006033067838315476
6380,04,49,0.3345730207381008
6390,04,49,0.2805020470864752
0570,04,22,0.05767559535940037
0580,04,22,0.04696687842970626
0670,04,22,0.04728544906427179
0680,04,22,0.04728544906427179
6470,04,51,-0.19678637541342414
6490,04,51,0.001809627879829745
6570,04,51,-0.35509868448413917
6590,04,51,-0.35509868448413917
6670,04,51,-0.15692974261365666
6672,04,51,0.03533496177627138
6680,04,51,-0.09608515373184467
6695,04,51,-0.029253489336963034
6770,04,51,0.02092729578700403
6780,04,51,0.02092729578700403
6970,04,52,0.04234463909400099
6991,04,52,0.01773558948299736
6992,04,52,0.019765945525159756
7072,04,53,-0.010494688803786234
7080,04,53,-0.16215637834262586
7270,04,54,0.035816882558666774
7280,04,54,0.09324961218420169
7290,04,54,0.06860226983804774
7370,04,54,0.054684622756766665
7380,04,54,0.06546532517235071
7390,04,54,0.0904071330770293
7460,04,54,0.13665116522374499
7470,04,54,-0.029412755251187805
7480,04,54,0.15032721199775012
7570,04,55,-0.054343238326258314
7580,04,56,-0.08301403742453406
7590,04,56,-0.11031600318902413
7670,04,56,-0.29681168611834696
7680,04,56,-0.05920350157425536
7770,04,56,-0.003510066280073443
7790,04,56,-0.0323065852064256
7860,04,61,0.07866362617401224
7970,04,62,0.018819795940990702
7980,04,62,0.049624616340132266
7990,04,62,0.08966229017972305
8070,04,62,0.03278150429503657
8090,04,62,0.03322356765911738
8170,04,62,-0.002507440648939485
8192,04,62,-0.02607660862331307
8270,04,62,-0.10985463246350913
8370,04,62,-0.004995005577020706
8380,04,62,0.013313155860564696
8390,04,62,-0.10400083224444456
8470,04,62,-0.08609963825629385
8561,04,71,-0.2945772050469522
8562,04,71,-0.08361436564374591
8563,04,71,-0.25927379839924836
8564,04,71,-0.048231580260960305
8570,04,71,-0.15076110807373821
8580,04,71,-0.170500319486784
8660,04,72,-0.16028812914888924
8690,04,72,-0.19353191524021462
8780,04,81,0.06574709868286643
8790,04,81,0.019071686019976664
8870,04,81,0.0028210470326522907
8891,04,81,0.01850106753359848
8970,04,81,-0.1009387691458794
8980,04,81,-0.1009387691458794
9070,04,81,-0.15506362354123326
9080,04,81,0.012613167636366551
9090,04,81,-0.10510434648792744
9180,04,81,-0.024707010472865942
9670,04,92,0.013995990825046323
9680,04,92,0.013995990825046323
9690,04,92,0.013995990825046323
9770,04,92,0.013995990825046323
9780,04,92,0.013995990825046323
9790,04,92,0.013995990825046323
9870,04,92,0.013995990825046323
0170,04,11,NA
0180,04,11,NA
0190,04,11,NA
0280,04,11,NA
0290,04,11,NA
0590,04,22,NA
9920,04,NA,NA
1070,04,31,0.08155978446637123
1270,04,31,0.007950826875262428
1280,04,31,-0.008074426372133509
1890,04,32,-0.010465987278122514
2290,04,32,-0.01795959333582211
2570,04,32,-0.008228508448442631
2590,04,32,-0.008228508448442631
2670,04,33,-0.012639679186631081
2870,04,33,0.024340457033852087
2980,04,33,-0.01860489656325614
3080,04,33,-0.07267245794128878
3291,04,33,0.042228559135061315
3370,04,33,0.034507870046891057
3390,04,33,0.034507870046891057
3490,04,33,-0.02183428492482878
3570,04,33,-0.05546819603160676
3580,04,33,-0.07536115536172033
3875,04,32,-0.007112131800068765
3980,04,33,0.02523571896556204
4290,04,42,0.06794207522353703
4380,04,42,0.027590794556436943
4580,04,42,0.05290081243777286
4585,04,42,-0.0019624704537394037
4870,04,44,0.081527038855443
5080,04,44,-0.1156864204997949
5275,04,45,-0.04778264944479797
6180,04,48,0.02026858074606038
6480,04,51,-0.17285797519272736
6690,04,51,-0.11831077502779029
6870,04,52,-0.018165239793356387
6880,04,52,-0.018165239793356387
6890,04,52,0.08273104333264952
7071,04,53,-0.04005319937378024
7181,04,53,-0.14025157722586815
7190,04,53,-0.12014171771728266
7490,04,54,5.389920356249131e-4
7690,04,56,-0.06072818907667439
7780,04,56,-0.03564033327607198
7870,04,61,0.040922679470029824
7880,04,61,-0.015258016557154402
7890,04,61,0.015204461519101304
8080,04,62,6.479434201624641e-5
8180,04,62,0.027406374694677434
8191,04,62,0.012015663655436585
8290,04,62,-0.06521181515638066
8590,04,71,-0.10511382025971082
8670,04,72,0.205699162381851
8680,04,72,-0.0495735980210609
8770,04,81,0.0013453790642604603
8990,04,81,-0.006338463111077993
9160,04,81,0.027545098057305945
9170,04,81,-0.09352128685038365
9190,04,81,0.0720061600883536
9370,04,92,-0.026400196768347435
9380,04,92,-0.026400196768347435
9390,04,92,-0.026400196768347435
9470,04,92,-0.026400196768347435
9480,04,92,-0.026400196768347435
9490,04,92,-0.026400196768347435
9570,04,92,-0.026400196768347435
9590,04,92,-0.026400196768347435
0480,04,21,0.010456536437663533
0690,04,22,0.05414555845520541
1290,04,31,0.005492741362974284
1770,04,31,-0.0028793737177014167
1790,04,31,-0.0028793737177014167
2990,04,33,-0.006546953757891962
3990,04,33,-0.0028793737177014167
4590,04,42,0.03838991288451066
5790,04,44,0.007874348283011368
9290,04,81,-0.019830180997623903
0270,05,11,-0.01653880818464326
0370,05,21,0.07274471778458858
0380,05,21,-0.0506294663728043
0390,05,21,0.09396589299335312
0470,05,21,0.06867155397932145
0490,05,21,-0.07259572062152242
0770,05,23,-4.3437465720153057e-4
1080,05,31,-0.06969363867552458
1090,05,31,-0.05865930458501234
1170,05,31,-0.056197494716655694
1180,05,31,-0.04375475727381095
1190,05,31,-0.05481499098152076
1370,05,31,-0.005662662431619059
1390,05,31,-0.04546695961929037
1470,05,31,-0.11211016908761373
1480,05,31,-0.11211016908761373
1490,05,31,-0.11211016908761373
1570,05,31,-0.08473546288605183
1590,05,31,-0.08473546288605183
1670,05,31,-0.15252793872806314
1691,05,31,-0.15252793872806314
1870,05,32,-0.11492754548853334
1880,05,32,-0.029866277316180523
1990,05,32,-0.1434995179491031
2070,05,32,-0.14748716212188206
2090,05,32,-0.17182183160285003
2170,05,32,-0.08092895291855107
2180,05,32,0.027836942432710177
2190,05,32,0.015422511930023641
2270,05,32,-0.04810412855070023
