series_id,reference,percent_change_employment_previous,percent_change_imputed
CES1000000001,690,-0.11014492753623184,-0.11014492753623184
CES2000000001,7648,-0.026804393305439378,-0.029419456066945626
CES3000000001,12799,-0.04156574732400964,-0.03976873193218222
CES3100000001,8007,-0.05020606968902208,-0.04795803671787191
CES3200000001,4792,-0.027128547579298834,-0.026085141903171905
CES4000000001,27876,-0.027514707992538412,-0.026187401348830575
CES4200000001,15609.8,-0.025970864456943743,-0.026342425911927037
CES4300000001,5823.1,-0.02107125070838567,-0.01713863749549216
CES5000000001,2914,-0.07618393960192171,-0.0662319835277968
CES5500000001,8875,-0.00811267605633803,-0.008225352112676054
CES5552000001,6513.4,0.004882242761077293,0.003546534835876969
CES5553000001,2361.6,-0.044037940379403784,-0.040862127371273704
CES6000000001,21469,-0.03460803949881219,-0.03297778191811451
CES6054000001,9708.7,-9.579037358247167e-4,0.001720106708416047
CES6055000001,2425,-0.03447422680412371,-0.03826804123711347
CES6056000001,9334.8,-0.06955692676865055,-0.06762865835368725
CES6500000001,24565,-0.04657032363118263,-0.043028699369020984
CES6561000001,3778.7,-0.08831079471776004,-0.07753989467277111
CES6562000001,20786.5,-0.0389868424217642,-0.036783489283910176
CES7000000001,16915,-0.16730712385456692,-0.1500443393437777
CES7071000001,2501.9,-0.24089691834206006,-0.2122386985890723
CES7072000001,14412.9,-0.15453517335165023,-0.13922944029307072
CES8000000001,5937,-0.061141990904497234,-0.05945763853798214
CES9000000001,22835,-0.05403985110575871,-0.05110575870374423
CES9091000001,2863,0.012224938875305513,0.008382815228781038
CES9092000001,5303,-0.061286064491797076,-0.0528003017160098
CES9093000001,14669,-0.06435339832299403,-0.06210375622060127
