state,industry,reference,percent_change_state_imputed
01,10113300,54.5,0.06332845064631365
01,10211000,156.6,0.1413546261416445
01,10212100,50.4,0.03583099906629317
01,10212200,40.8,0.13060224089635863
01,10212300,97.4,0.10738587015915191
01,10213000,314.5,-0.13117571352865476
01,10210000,659.7,-0.002311338359809678
01,20000000,7639,-0.009145809179897602
01,30000000,12852,-0.013063272347481059
01,31327100,40.7,-0.052126486321758536
01,31327200,84.8,-0.041012027094091685
01,31331300,57.8,-0.02770265411136763
01,31331400,61.2,-0.05692218506100244
01,31331500,115.9,-0.10260614745815577
01,31332100,100.3,-0.03750341468620877
01,31332200,34.4,-0.0711147898630039
01,31332700,358,-0.029809735945893423
01,31332800,140.3,-0.05111404395307673
01,31332994,45.4,0.048865232675670556
01,31333110,75.9,0.03092415265616988
01,31333300,95.4,-0.019303306513044904
01,31333500,176.8,-0.0200076521119521
01,31333600,97.7,-0.042313677112299386
01,31335200,61.8,-0.005946137536903984
01,31336419,88.1,0.05570278182605637
01,31336900,60.8,0.03045299091859477
01,31336600,142.9,-0.020805480224272865
01,31321100,92.9,0.012782363550091214
01,31321200,84.2,-0.03935911107718659
01,31321990,69,0.057745780657468715
01,31339100,330.7,0.013759127598720777
01,31339920,43.5,0.04448253214984699
01,31327300,201.9,0.008491743687259024
01,31327900,98.1,-0.017648305054586477
01,31331100,83.5,-0.02050873744642756
01,31331200,54.8,-0.04388607037181769
01,31332300,404.6,0.0032063886768114447
01,31332400,95.3,-0.004962004289905453
01,31332600,67.7,-0.019781101566483716
01,31332900,283.4,-0.024432887383149637
01,31333120,69.2,-0.009623952166878502
01,31333130,69.6,-0.13573683503180423
01,31335100,47,-0.09570032055694122
01,31335300,145.7,-0.043195172993454545
01,31335900,149.5,0.017848387903885765
01,31336100,243.1,-0.20031962269070613
01,31336200,168,0.004748103700549788
01,31336300,587.7,-0.010668228733393792
01,31336411,245.1,-0.025786809163004465
01,31336412,91.2,-0.1137356055726334
01,31336413,115.7,-0.052075269555407866
01,31321900,233.6,0.006768016115082376
01,31339900,292.2,-0.02831597619351711
01,31334100,169.3,0.03415064212786034
01,31334500,433.1,0.024839753703183143
01,31337000,386.4,-0.047669488014645656
01,31321000,410.6,-0.005480180643420152
01,31327000,425.6,-0.016708934456838298
01,31331000,372.7,-0.05637679205360713
01,31332000,1483.9,-0.02270664319731941
01,31333000,1109.9,-0.018136279736877703
01,31334000,1098.2,0.02672577688900024
01,31335000,404.5,-0.025140396300569967
01,31336000,1742.9,-0.04382949275199666
01,31339000,622.9,-0.007262457451996718
01,31334200,84.6,0.020556214230482928
01,31334400,378,0.02190148046936613
01,31334600,33.2,0.08411541557486746
01,32311300,81.4,-0.017988936703639546
01,32311400,174,-0.00533537405007678
01,32311500,155.7,0.01383610957227388
01,32311600,535.5,0.04933316003022192
01,32311811,86.1,-0.08773955523474575
01,32329100,287.4,-0.02711074340694175
01,32329900,37.9,0.003683953107895266
01,32322100,95.5,0.007258175116954035
01,32322210,150.1,0.031631455059470515
