series_id,reference,percent_change_employment_previous,percent_change_imputed
CES3231130001,77.8,-0.04884318766066831,-0.05130935307420226
CES3231140001,175.3,-0.0205362236166573,-0.02300238903019125
CES3231150001,155.6,-0.025064267352185143,-0.027530432765719093
CES3231160001,538.1,-0.008176918788329268,-0.010643084201863218
CES3231181101,89.3,-0.02911534154535267,-0.03158150695888662
CES3232910001,285.1,0.004910557699052909,0.013855653319040595
CES3232990001,39,-0.01025641025641022,-0.0013113146364225337
CES3232210001,95.6,-0.08368200836820083,-0.07955432537425478
CES3232221001,151.3,-0.003965631196298891,1.6205179764716693e-4
CES3232411001,67.8,-0.1120943952802359,-0.1217689775141848
CES3232419001,45.7,-0.12472647702407003,-0.13440105925801893
CES3232520001,93.6,-0.02991452991452992,-0.027926225820962713
CES3232530001,36.9,0.0677506775067751,0.06973898160034231
CES3232540001,311.4,0.0382145150931279,0.040202819186695105
CES3232550001,67.4,-0.016320474777448246,-0.01433217068388104
CES3232560001,111.7,-0.006266786034019756,-0.00427848194045255
CES3232610001,595.1,-0.009914300117627284,-0.013881468380281148
CES3232621001,56.5,0.04424778761061954,0.040280619347965674
CES3232629001,79.6,0.002512562814070307,-0.001454605448583557
CES3132710001,37.8,-0.07407407407407396,-0.07288075665163962
CES3132720001,85.6,-0.050233644859813076,-0.04904032743737874
CES3133130001,59.3,-0.0404721753794266,-0.03229275585436053
CES3133140001,61.2,-0.10457516339869288,-0.09639574387362682
CES3133150001,115.9,-0.11216566005176876,-0.10398624052670269
CES3133210001,97.7,-0.063459570112589625,-0.05957620725661483
CES3133220001,36.4,-0.05494505494505497,-0.05106169208908018
CES3133270001,357.5,-0.06713286713286715,-0.06324950427689235
CES3133280001,140.1,-0.09635974304068518,-0.09247638018471038
CES3133299401,47.3,0.14799154334038045,0.15187490619635524
CES3133311001,76.1,0.0788436268068331,0.07911362950686007
CES3133330001,93.3,-0.08467309753483376,-0.08440309483480679
CES3133350001,174.1,-0.0769672601952901,-0.07669725749526313
CES3133360001,98,-0.10306122448979582,-0.10279122178976885
CES3133520001,62.3,0.054574638844301804,0.05885136840405025
CES3133641901,88.7,0.050732807215332576,0.04709497374726468
CES3133690001,59.6,0.04865771812080544,0.04501988465273754
CES3133660001,143.9,-0.011813759555246772,-0.01545159302331467
CES3132110001,89.9,0.0077864293659619666,0.014104776875074942
CES3132120001,84.2,-0.06413301662707849,-0.05781466911796551
CES3132199001,70.1,0.08131241084165475,0.08763075835076772
CES3133910001,332.7,0.00871656146678701,0.014013511707557491
CES3133992001,42.2,0.09478672985782,0.10008368009859048
CES4142310001,366.8,-0.06733914940021812,-0.06314373638511472
CES4142320001,116.2,-0.054216867469879526,-0.050021454454776126
CES4142330001,246.3,0.039382866423061325,0.043578279438164724
CES4142340001,703.7,-0.013073753019752776,-0.008878340004649377
CES4142350001,133.9,-0.06497386109036596,-0.06077844807526256
CES4142360001,353.1,-0.04559614839988679,-0.041400735384783394
CES4142370001,286.2,-0.009084556254367437,-0.004889143239264038
CES4142380001,717.7,-0.04988156611397532,-0.04568615309887192
CES4142393001,101,-0.08415841584158412,-0.07996300282648072
CES4142410001,126.8,-0.03154574132492116,-0.02761674067779174
CES4142430001,149.9,-0.13142094729819886,-0.12749194665106944
CES4142440001,802.1,-0.045256202468520246,-0.041327201821390824
CES4142450001,67.5,-0.004444444444444362,-5.154437973149406e-4
CES4142470001,104.3,0.021093000958772867,0.02502200160590229
CES4142480001,203.5,-0.030958230958231026,-0.027029230311101604
CES4142491001,117.2,0.008532423208191142,0.012461423855320564
CES4244314101,47.5,0.023157894736842044,0.0184690626822811
CES4244314201,421.9,-0.12704432329936,-0.13173315535392094
CES4244413001,158,0.04367088607594938,0.04328418847347448
CES4244420001,161.6,0.12623762376237635,0.12585092615990146
CES4244511001,2523.7,0.015453500812299348,0.011323285195531385
CES4244512001,163.6,-0.007334963325183352,-0.011465178941951315
CES4244520001,224.3,-0.06107891217119932,-0.06520912778796728
CES4244530001,162.8,0.001842751842751733,-0.0022874637740162296
CES4244611001,677.7,0.029806699129408143,0.023418778107340832
CES4244810001,958.1,-0.19935288592005007,-0.17739475590273535
CES4244820001,187,-0.2743315508021391,-0.2523734207848244
CES4244830001,126.7,-0.1491712707182321,-0.12721314070091738
CES4245113001,35.3,0.062322946175637384,0.07547850173119286
CES4245114001,32.4,-0.11419753086419748,-0.10104197530864201
CES4245120001,81,-0.4864197530864197,-0.47326419753086424
CES4245310001,57.9,-0.08462867012089803,-0.06908279802102746
CES4245321001,92.4,-0.16125541125541132,-0.14570953915554075
CES4245330001,180.8,-0.12831858407079655,-0.11277271197092598
CES4245322001,144.3,-0.10464310464310478,-0.0890972325432342
CES4245390001,372.1,0.04084923407686092,0.05639510617673149
CES4245410001,410.3,0.09407750426517181,0.09749455535008544
CES4245420001,39.7,-0.1335012594458439,-0.13008420836093026
CES4245431001,73,-0.03561643835616435,-0.03219938727125071
CES4245439001,62.8,-0.03821656050955413,-0.034799509424640496
CES4348530001,73.6,-0.28125,-0.2814529632636492
CES4422110001,383.4,-0.011476264997391739,-0.011476264997391739
CES4422120001,110.1,-0.02179836512261568,-0.02179836512261568
CES4422130001,53.6,-0.020522388059701524,-0.020522388059701524
CES5051111001,123.3,-0.1443633414436334,-0.14691013884589998
CES5051120001,501.8,0.049820645675567876,0.04727384827330128
CES5051913001,286.3,0.0806845965770171,0.08352550566792605
CES5051731101,512.2,-0.033385396329558836,-0.03649274096232724
CES5552410001,1649.1,0.00557880055788007,0.005508772546675589
CES5552420001,1207,0.002734051367025536,0.0026640233558210547
CES5553130001,756.4,0.009650978318350267,0.012505348358882284
CES5553210001,230.4,-0.14756944444444442,-0.15626213235990372
CES6054194001,411.8,0.08814958717824184,0.09102954528794194
CES6056173001,824.7,0.0076391415060022005,0.006001065335460409
CES6561110001,1093.5,-0.04069501600365799,-0.030479862644037015
CES6562131001,144.7,0.026952315134761706,0.026952315134761706
CES6562132001,141.6,-0.009180790960451879,-0.009180790960451879
CES6562220001,161.3,-0.04277743335399875,-0.04382755268574101
CES7071110001,130.8,-0.43501529051987764,-0.3866527619593292
CES7071120001,158.4,-0.14204545454545459,-0.09368292598490613
CES7071130001,183.2,-0.3684497816593886,-0.3200872530988401
CES7071150001,51.8,-0.12355212355212353,-0.07518959499157507
CES7071395001,72.6,-0.2782369146005509,-0.2533770289116325
CES7072110001,2032.1,-0.2577629053688303,-0.22208255569190138
CES7072240001,423.7,-0.24710880339863106,-0.23132245132154372
CES8081119201,178.1,0.02695115103874235,0.033475599392968514
CES8081120001,105.5,-0.011374407582938395,-0.004849959228712231
CES8081130001,218.8,-0.036106032906764174,-0.02958158455253801
CES8081140001,79.9,-0.0025031289111389077,0.004021319443087257
CES8081211201,459,-0.13986928104575158,-0.12122423922211312
