series_id,reference,percent_change_employment_previous,percent_change_imputed
CES1000000001,714,-0.13305322128851538,-0.13585434173669464
CES2000000001,7639,-0.057730069380809046,-0.055635554391936126
CES3000000001,12852,-0.05827886710239649,-0.05602240896358546
CES3100000001,8058,-0.06180193596425909,-0.06155373541821796
CES3200000001,4794,-0.05235711305798918,-0.04672507300792661
CES4000000001,27830,-0.061516349263384784,-0.049263384836507385
CES4200000001,15672,-0.057701633486472614,-0.04181980602348134
CES4300000001,5678.1,-0.0808016766171783,-0.06704707560627687
CES5000000001,2894,-0.11299239806496197,-0.10780926053904627
CES5500000001,8845,-0.025664217071792006,-0.021594120972300734
CES5552000001,6486.4,-0.005334237789837104,-0.0033454612728169852
CES5553000001,2358.5,-0.08161967352130595,-0.07182531269874926
CES6000000001,21550,-0.07758700696055687,-0.06844547563805103
CES6054000001,9707.6,-0.042564588569780404,-0.03826898512505661
CES6055000001,2447.3,-0.04641850202263731,-0.044743186368651156
CES6056000001,9395,-0.12190526875997865,-0.10581160191591277
CES6500000001,24586,-0.06524038070446592,-0.05926136825835837
CES6561000001,3828.5,-0.09283009011362153,-0.07796787253493531
CES6562000001,20757.7,-0.060155990307211304,-0.0558154323455875
CES7000000001,16867,-0.2557064089642497,-0.24539040730420347
CES7071000001,2472.4,-0.3619155476460121,-0.351763468694386
CES7072000001,14394.1,-0.2374236666411933,-0.22707220319436439
CES8000000001,5941,-0.10183470796162264,-0.08937889244234976
CES9000000001,22745,-0.051659705429764835,-0.036535502308199574
CES9091000001,2867,0.015695849319846467,0.10324380885943496
CES9092000001,5199,-0.04154645124062317,-0.0419311406039623
CES9093000001,14679,-0.06839702977042028,-0.061925199264255104
