series_id,reference,percent_change_employment_previous,percent_change_imputed
CES1000000001,690,-0.10434782608695647,-0.08695652173913049
CES2000000001,7648,-0.0302039748953975,-0.031119246861924688
CES3000000001,12799,-0.038753027580279764,-0.03758106102039227
CES3100000001,8007,-0.045834894467341125,-0.04358686149619084
CES3200000001,4792,-0.026919866444073404,-0.027545909849749584
CES4000000001,27876,-0.025003587315253317,-0.021452145214521434
CES4200000001,15609.8,-0.023735089495060757,-0.019436507834821648
CES4300000001,5823.1,-0.017911421751300893,-0.016073912520822353
CES5000000001,2914,-0.06588881262868906,-0.06108442004118053
CES5500000001,8875,-0.008338028169014078,-0.008450704225352101
CES5552000001,6513.4,0.003991770810943596,0.0037768293057389712
CES5553000001,2361.6,-0.042174796747967425,-0.04221714092140916
CES6000000001,21469,-0.03283804555405467,-0.02948437281661931
CES6054000001,9708.7,0.004346616951806048,0.00781773048914891
CES6055000001,2425,-0.0377319587628866,-0.03806185567010312
CES6056000001,9334.8,-0.07024253331619301,-0.06595749239405224
CES6500000001,24565,-0.0442499491145939,-0.041848157948300435
CES6561000001,3778.7,-0.07775160769576828,-0.0675364543361473
CES6562000001,20786.5,-0.038169003920814015,-0.03719721934909681
CES7000000001,16915,-0.14921667159326046,-0.12893881170558674
CES7071000001,2501.9,-0.21291818218154202,-0.18350053958991175
CES7072000001,14412.9,-0.13816789126407591,-0.11947630247902918
CES8000000001,5937,-0.05945763853798214,-0.05002526528549778
CES9000000001,22835,-0.05180643748631486,-0.0435734617911101
CES9091000001,2863,0.006287111421585667,0.00454069158225634
CES9092000001,5303,-0.05261172920988122,-0.03960022628700732
CES9093000001,14669,-0.06285363692139889,-0.05440043629422597
