cbsa,cbsa_name,X000,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,max,tmax,total_workers_employed,worker_job_loss_rate
15260,"Brunswick, GA",1994,-2.2,-0.7,-1.2,45.8,101.2,41.1,-184.7,127.5,94.5,-10.1,59.3,72,17,49.8,7.2,134.8,284.9,1145,90.7,-78.4,2000,150,43227,0.04612
15340,"Bucyrus, OH",1491,0,2.8,3.1,66.4,299.1,29.5,49.1,38.1,1.2,8.8,20.4,42.4,6.4,102.4,183.6,133.7,72.5,361.9,27.6,41.7,500,100,19190,0.07769
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",71277,2.1,23.1,195.3,2510.8,5074.7,2529.5,5648.8,4122.5,234.1,1166,630.3,2365.9,1284.2,5474.3,752.2,7334.3,5326.9,20016.7,4336,2249.2,275000,200,525947,0.13552
15420,"Burley, ID",243,-0.3,-0.5,-6.1,1.6,-44.3,-14.2,-70.9,4.5,21.5,-18.1,-13.3,9.5,-0.1,-18.8,185,28.2,64.8,90.8,40.4,-16.2,250,100,19346,0.01258
15460,"Burlington, IA-IL",937,0,2.3,-1,101.1,53.1,8.5,-82.1,5.4,7.7,11.5,3.3,13.4,4.5,25.9,50,149.7,113.2,380.2,58.4,31.9,500,100,22402,0.04183
15500,"Burlington, NC",5022,-0.1,-1.8,1.3,146.9,1045.5,154.4,260.6,69,45.5,3.5,42.8,61.1,31.3,102.9,588,592.1,276.6,1590.9,76.7,-64.9,2000,100,71091,0.07065
15540,"Burlington-South Burlington, VT",10904,0.3,2,8.9,1481.7,829.2,231.3,802.4,45.2,80.5,34.3,127.4,702.9,60.1,45.8,-202.3,1030.5,187.8,5037.9,400.5,-2.4,10000,200,111043,0.0982
15580,"Butte-Silver Bow, MT",796,0.2,10.4,-2.9,30.5,55.1,17.8,96.5,0.6,20.3,13.4,16.8,27.8,18.1,1.5,10.7,78.3,28.8,336.6,35.6,-0.6,500,100,16684,0.04768
15620,"Cadillac, MI",2059,12.3,18.8,2.8,41.8,375.7,34.5,93.2,38.3,20.7,5.5,12.1,24,4.4,138.3,300.2,172.2,88,561.6,68.6,46.4,750,100,17290,0.11912
15660,"Calhoun, GA",694,-0.2,-0.1,-0.9,22.7,293.4,19.6,-67.5,39.2,8.9,-4.9,15.7,32.1,8.5,-0.5,-1.4,70.2,29.3,209.2,21.9,-1.4,500,100,22348,0.03104
15680,"California-Lexington Park, MD",3242,0.1,0.2,18.4,67.8,65.3,60.3,141.1,319.1,59.1,-11.7,56,304.9,29.3,197.5,142.1,502,207,933.6,180.4,-30.2,1000,100,44089,0.07354
15700,"Cambridge, MD",1251,0,0.5,2.3,15.1,96.1,36.2,102.8,68.4,23.9,-5.8,19.8,30.5,13.1,66.5,40.1,224.3,104.9,369.6,47.3,-4.6,500,100,15629,0.08004
15740,"Cambridge, OH",1249,0.3,74.2,1.5,76.8,147.5,30.8,31.9,32.7,5.1,4.7,17.8,26.5,4,53,153.2,134.6,44.7,364.6,21.9,23.4,500,100,15423,0.08099
15780,"Camden, AR",472,3.2,25.8,-2.7,14,280.4,-0.7,-52.5,-11.2,-1.7,2.6,5.4,2.2,-6.3,16.2,-42.8,129.3,2.5,92.5,3,12.8,500,100,11186,0.04218
15820,"Campbellsville, KY",531,0.6,2.2,2.7,2.9,111.7,11.8,16.7,29.1,5.5,17.5,2,9.8,22.8,83.4,8.5,77.8,3.1,86.6,5.7,30.4,250,100,9414,0.05639
15860,"Cañon City, CO",1040,0.5,24.8,2.5,46.4,2.6,23.2,20.2,57.6,6.6,-4.6,28,-4.3,2.5,5.2,-4.7,166.7,129.9,353.9,47.9,134.8,500,100,16811,0.06186
15900,"Canton, IL",820,0,0.8,1.8,43,54.8,29,21.3,13.2,5.8,1.9,9.1,20.5,10.9,16.3,47.9,146.7,44.4,259.4,31.3,62.6,500,100,13726,0.05978
15940,"Canton-Massillon, OH",14538,2.3,158.7,16.7,709.3,1885.2,497.6,512.5,336.8,161,67.2,248.5,443.8,122,951,1893.2,1424.7,888.5,3647.1,322.3,249.6,5000,100,182409,0.0797
15980,"Cape Coral-Fort Myers, FL",16978,-0.7,-4.1,5.7,822,341.5,331.2,1180.9,416.8,145.9,-103.8,455.1,356.4,74.6,914.7,1743.9,784.2,1923.2,6645.7,957.3,-12.3,10000,150,267597,0.06345
16020,"Cape Girardeau, MO-IL",2024,0.1,1.3,0.9,-10.9,102,54.9,113.3,74.2,44.2,32.7,23.3,56.3,75.6,42.9,434.8,149.6,120.9,686.6,27.9,-6.9,750,100,43410,0.04662
16060,"Carbondale-Marion, IL",3116,0.5,102.9,4,133.3,146.5,49,139,98,64.5,2.9,52.3,60.8,40,73.4,207.7,435,142.4,1025.8,101.5,236.2,2000,100,46212,0.06742
16100,"Carlsbad-Artesia, NM",2925,0,1395.1,-2.2,247.1,35,16.2,-24.6,94.1,22.9,45.4,29.8,57.2,10.8,45.1,44,152,48.2,592.3,88.4,28.5,2000,200,25063,0.11672
16140,"Carroll, IA",352,0,0.9,-0.6,55.6,-18.7,-4,-31.1,2.1,-2.3,14.5,0.8,5.2,2,2.4,17.3,81.8,25.4,154.8,31.3,14.2,250,100,10941,0.03214
16180,"Carson City, NV",1990,0,-16.9,4.9,77.4,43.3,48.2,115.2,75.8,41.9,15,-4.1,34.6,75.5,225.1,252.8,139.7,75.8,529.8,124,132.1,750,100,24689,0.08061
16220,"Casper, WY",2496,2,840.8,-11.7,-85.6,22.5,-15.7,-269.4,24.4,87.7,67.4,88.7,-18.4,6,175.7,533.9,-0.2,-261.6,1172.5,143.7,-6.4,2000,150,37773,0.06608
16260,"Cedar City, UT",1029,0.1,7,-4.2,-61.9,-34.9,2.2,-102.3,49.2,1.1,-24.1,-3.5,-2.3,0,27.6,493.7,50,225.3,411.8,4.7,-10.4,500,100,19982,0.05151
16300,"Cedar Rapids, IA",5907,0.2,15.8,-31.4,822.5,198.2,55.7,-40.3,72.7,115.5,153.8,55.4,117.6,29.4,205,392.8,659,423.5,2095.2,421.9,144.8,5000,100,138608,0.04262
16340,"Cedartown, GA",587,-0.6,1.1,-2.2,23.9,191.3,19.9,-53.2,35.3,13.9,-3.3,12.8,26.6,7.8,9.4,5.1,45.3,33,194,25.4,1.2,250,100,16805,0.03493
16380,"Celina, OH",1608,1.1,3.6,1.5,83.1,500.3,51.8,35.4,58,4.1,6.6,18.4,30.5,3.4,51.4,196.5,139,68.7,307.1,23.2,24.4,750,100,21344,0.07534
16420,"Central City, KY",618,1.1,52.6,2,5.1,99.2,14.7,21.7,28.6,6.2,20.3,6,19.6,25.4,54.1,9.4,80.2,2.8,104.3,14.6,50.4,250,100,11257,0.05491
16460,"Centralia, IL",994,0.8,16.8,0.9,44.8,77.9,22.2,26.9,24.6,10.3,0.9,15.9,20.8,7.8,21.6,46.2,167,53.9,333.7,31.7,69.2,500,100,16416,0.06054
16500,"Centralia, WA",2484,18.5,7.5,-1.5,141,262.7,22.4,-24.6,57.5,37.6,6.9,-5,9.6,13.6,15.2,257.6,181.8,402.7,813.6,131.7,134.7,1000,100,33595,0.07393
16540,"Chambersburg-Waynesboro, PA",5781,3.9,16.9,18.6,307.6,716.5,213.4,672.7,292.2,84.7,24.4,-0,199.2,6.3,247.3,259.2,643.7,220.9,1427.6,408.4,17.2,2000,100,68661,0.08419
16580,"Champaign-Urbana, IL",6479,0.2,11.1,6.1,239.7,263.7,151.2,374.4,96.6,142.1,7.1,134.4,179.2,33.3,310.2,599.9,821.6,399,2193.9,229.1,286.2,5000,100,93914,0.06899
16620,"Charleston, WV",3425,2.2,144.9,22.2,-19.1,46.4,142.3,349.8,47.8,66.7,111.7,185.3,153.7,86.1,310.3,-784,537.2,36.2,1697.2,48.4,239.5,2000,100,89516,0.03826
16660,"Charleston-Mattoon, IL",1548,0,10.7,1.5,79,182.1,33.5,24.3,33.6,14.5,3.2,28.1,37.6,31.8,87.6,112,222.9,57,471.8,46.4,70.7,500,100,25205,0.06142
16700,"Charleston-North Charleston, SC",18748,0.4,10.8,22.6,467,918,422.1,1477.8,151.6,107.2,-159.8,186.5,565.1,28.7,1505.2,302.3,1637.3,1486.8,9665.5,-179.6,132.7,10000,650,329066,0.05697
16740,"Charlotte-Concord-Gastonia, NC-SC",74478,2.1,-1.5,-23.5,2259.3,8762.3,2312.6,2721.4,2252,2016.3,193.8,1264.5,2404.8,1326.8,2515.8,5057.7,7086.4,8344.9,25089.6,1207.3,-314.3,275000,150,1147114,0.06493
16820,"Charlottesville, VA",6737,3.4,7.4,1.1,-123.5,261.6,83.4,405.6,79.1,45.6,46.9,121.9,124.8,48.6,516.5,388.3,1244,1081.3,1888.4,310.1,202.9,2000,100,99015,0.06804
16860,"Chattanooga, TN-GA",9910,-0.2,5.4,-18.1,95.4,2680.7,250.5,-144.3,491,268.2,-129.5,118.3,359.4,48.4,935.1,-236.9,1190.1,786.3,2788.2,274.7,147.9,5000,100,227779,0.04351
16940,"Cheyenne, WY",1905,2.2,202.2,-5.1,-96.2,6.6,3,-415.2,37.5,113.4,99.1,55.6,-18.9,6.6,266.2,503.8,20.6,-214.5,1291.6,149.9,-103.7,2000,150,43912,0.04338
16980,"Chicago-Naperville-Elgin, IL-IN-WI",317283,7.2,258.3,185.1,10726.7,17443.1,10883.2,19817.4,13654,7314.5,253,5631.8,17996.4,5611.2,19921.1,16926.9,31433.5,26214.1,87134.3,16271.8,9599.2,275000,650,4448938,0.07132
17020,"Chico, CA",7545,-2.7,3.2,31.8,276.9,312.3,199.9,771.7,81.8,171.4,-8.5,24.1,119.3,29.3,151.1,627.1,901.9,638.3,2218.9,730.5,266.7,5000,100,82927,0.09098
17060,"Chillicothe, OH",2042,1.2,1.9,5.1,104.4,293.9,46.7,30.4,38.1,14.8,8.6,26.6,40.7,10.6,158.4,278.6,183,83.2,596,21.6,98.3,750,100,27429,0.07446
17140,"Cincinnati, OH-KY-IN",81378,6.7,96.4,121.7,2700.9,6563.4,3384.7,2711.4,2487.6,1141.3,1264.5,1395.7,3928.4,4700.7,6722.9,7795.2,6881.6,6932.4,18950.3,1954.9,1637.2,275000,200,1036990,0.07848
17200,"Claremont-Lebanon, NH-VT",8418,11.2,8.1,20.8,743.5,966.8,294.6,997.9,151.1,29.7,20,26.7,380.1,49.4,125.2,-810.3,1019.2,378.9,3587.9,254.8,161.9,5000,150,99203,0.08485
17220,"Clarksburg, WV",1220,0.2,176.8,7.3,-12.4,-10.3,72,151.7,15.6,38.7,26.2,55.2,56.5,32.3,36.1,-350.1,203.2,7.8,644.5,10.8,58,750,100,35436,0.03443
17260,"Clarksdale, MS",257,0.8,0.4,-1.7,13.8,25.4,9.6,-50.3,3.2,3.6,9.8,-1.8,-0.5,0.4,-30.8,63.1,111.5,24.9,62.8,2.4,11.1,250,100,9144,0.02816
17300,"Clarksville, TN-KY",4225,2.2,32.6,4.8,19.1,1134.3,102.8,-93.7,186.5,89.6,26.2,6.6,118,54.8,653.1,-99.5,631,155.5,1272.6,94.7,-166.8,2000,100,92230,0.0458
17340,"Clearlake, CA",1978,-1.6,8.4,21.3,72.1,76.5,37.8,145,6.9,20.9,-0.4,4.5,29,0,11.9,122,247.8,421.9,550.5,120.9,82.5,750,100,19905,0.09936
17380,"Cleveland, MS",295,0.1,1.6,-0.4,20.3,14.4,3.3,-56.6,10.8,4.2,11,2.3,-0.7,1.7,-29.5,107.1,119.8,30.6,38.8,-0.4,16.9,250,100,11598,0.02546
17420,"Cleveland, TN",2381,0.4,1.6,0.1,8.2,985.6,62.6,20.8,36.4,25.9,-15.7,-3.3,41.1,1.9,184.3,-94.9,296.4,137.2,581.7,59.2,51.1,1000,100,50612,0.04704
17460,"Cleveland-Elyria, OH",79047,5.1,101.3,147.8,2567.9,7688.5,2852.7,3033.5,2074.9,641.2,518,1809.2,3307.4,915.5,6192.6,9471.8,7132.2,7354.9,19537.3,1852.9,1841.8,275000,150,961969,0.082170000000000007
17500,"Clewiston, FL",668,0,2.4,0.5,41.1,39.2,13.8,-2.9,21,10.5,-3.4,11.3,7.3,0,29.4,101.7,55.3,61.1,255,24,0.3,500,100,14179,0.04708
17540,"Clinton, IA",995,0.1,5.9,-2.5,133,46.7,5.7,-74,19.1,38.5,14.9,3.8,10.1,5.1,46.4,61.2,145.6,62.5,389.7,54.1,29.3,500,100,23679,0.04203
17580,"Clovis, NM",1166,0,36.4,-1,122.2,10.4,10.3,-58.5,67.9,13.8,35.6,5.8,41.3,28.2,34.5,43.1,168.7,34,514.7,71.8,-13.2,750,100,18616,0.06265
17660,"Coeur d'Alene, ID",1570,-4.6,-9,-13.8,7.8,93.9,-45.5,-295.6,29.3,118.2,-133.7,-90.2,63.8,-0,-35.1,631.9,103.7,543.4,436.9,166.3,2.7,750,100,65466,0.02398
17700,"Coffeyville, KS",649,0.2,10.3,-1.6,29.5,231.2,-1.9,-14,-5.6,1.2,7.7,7.3,10.1,1.3,-13.1,94.7,104.6,18.5,127.2,13.6,27.7,250,100,12633,0.05139
17740,"Coldwater, MI",2097,4.9,0.9,2.6,36.1,515.7,56.6,76.6,50.7,22.1,6.8,20.5,24.8,3.5,117,270.4,165.8,80.7,528.1,66.4,46.8,750,100,18233,0.11501
17780,"College Station-Bryan, TX",7041,0.1,437.9,7.9,461.3,238.6,175.4,581.4,58.8,153.9,-28,60.6,-16.5,57.7,262.7,1495.9,530.9,439.5,1811,247.3,64.4,2000,100,103357,0.06812
17820,"Colorado Springs, CO",14214,0.6,45.1,36.9,687.4,-77.9,368.8,606.6,646.1,73.3,-200.3,552.9,-82.1,57.9,386.2,-75.7,2223.5,1572,6194.2,1215.7,-17,10000,150,282625,0.05029
17860,"Columbia, MO",4548,0,-1.6,4,-24,66.7,73.3,459.8,124.4,72.4,93.6,51.9,78.1,242.1,122.7,1260.5,229.5,201.6,1453.3,80.2,-40.6,2000,150,75957,0.05987
17900,"Columbia, SC",14326,3.2,-7.5,-2.9,410.5,355.6,523.9,1051.3,-374.4,78.3,-364.7,205.7,396.1,36.5,1346.3,239.6,1934.5,981.7,7432.4,-246.2,326.2,10000,200,344408,0.0416
17980,"Columbus, GA-AL",3534,-1.8,2.2,-4.6,83.8,362.8,60.4,-330.4,68.1,186.6,-108.9,123.7,202.3,136.1,227.4,82,574.9,312.2,1627.8,160,-230.9,2000,100,107788,0.03278
18020,"Columbus, IN",2044,0.4,-0.4,-1.1,52.7,1070.6,54.3,86.4,-1.7,56.4,11.1,14.5,-0.5,3.4,-19.6,182.1,241.5,2.1,166.7,67.3,58.3,2000,150,38476,0.05313
18060,"Columbus, MS",690,1.8,10.6,-3,70,129.1,17.8,-68.2,43.6,30.6,18.5,-5.8,-4.4,0,-90.2,153.7,206.7,90.1,87.4,2.9,-0.8,250,100,23210,0.02974
18100,"Columbus, NE",348,0,-1.1,-7.9,14.8,-22.6,5,-25.1,1.3,0,6.7,1.7,-0,1.4,40.1,43.1,17.4,83.5,148,20.1,21.3,250,100,17266,0.02014
18140,"Columbus, OH",80116,5,153.2,100.4,2670,4521.7,2342.4,5515.4,2111.5,886.2,727.5,1637.5,3719.2,1180.5,7502.4,10796.8,6417.3,5974.3,19807.8,1778.8,2268.3,275000,200,970174,0.08258
18180,"Concord, NH",5582,0.7,10.4,19.3,260.2,623.4,385.3,885.8,189,39.7,11.1,-16.7,408.3,49.6,276.6,-671.2,688.2,324.6,1561.3,213.4,323,2000,100,76263,0.07319
18220,"Connersville, IN",452,0.1,-0.4,0.1,15.2,191.2,15.9,7.8,1.2,18.2,3.6,4.9,0.4,0.6,-7.7,46.2,70,-1.1,40.5,26.1,19.3,250,100,10554,0.04283
18260,"Cookeville, TN",1787,4.7,8.9,0.4,8.5,604,56.4,12.9,49.9,14.3,-6.7,5.1,25,0.4,155.2,-102.8,288.7,72.6,475.9,37.9,75.6,750,100,42663,0.04189
18300,"Coos Bay, OR",1854,8.4,6.4,1.5,64.9,125.9,21.4,31.2,69.8,32.8,8,15.4,23.1,11.6,29,190.7,108.9,101.6,888.6,60.1,54.8,1000,200,22512,0.08236
18380,"Cordele, GA",217,-1,-1.2,-0.4,5.7,33.9,6.3,-39.2,11.6,7.8,-2.2,6.5,9.1,2.3,1.8,-1,30.1,10.1,131.1,8.5,-2.9,250,100,7982,0.02714
18420,"Corinth, MS",312,1.4,1.4,-3.1,32.2,124.2,17.8,-74.1,-1.5,11,13.7,-2.9,-3,0.8,-59.4,61.8,111.1,34.2,33.4,-0,13,250,100,13705,0.02277
18460,"Cornelia, GA",591,-0.3,-1,-1,22.2,181.9,17.1,-67.9,6.8,26.3,-4,13.4,23.1,13.8,11.3,-1.4,75.7,40.3,216.5,16.7,1.4,250,100,17767,0.03326
18500,"Corning, NY",4658,5.7,12,11.1,157.4,585.1,110.9,352.9,215.1,-0.5,42.5,28.6,204.9,93.6,321.6,68.5,558,203.4,1190.2,268,228.6,2000,100,39151,0.11897
18580,"Corpus Christi, TX",12403,0,1116.4,22.4,1312.1,258.9,309.8,609.5,272,107.1,-59.6,179.2,77.8,100.6,368.1,1191.7,1436.4,805.1,3738.4,510.2,46.7,5000,100,180432,0.06874
18620,"Corsicana, TX",1109,0,46.6,3,105.8,160.9,41,12.6,15.9,10.9,-7.3,12,2.4,0,38.6,137.7,133.5,64,270.2,47.9,13.2,500,100,21275,0.05212
18660,"Cortland, NY",2603,0.9,12.6,5.2,101.4,225.5,62.5,188.2,97,2.4,20.6,17.1,76.7,18.5,140.4,40.2,304,121.4,839.3,188.9,139.7,1000,100,20249,0.12853
18700,"Corvallis, OR",2997,10,1.7,1.3,96.1,217.8,34.5,57.7,32.3,80.9,12.3,25.6,74.2,0,66.9,886.8,146.7,207.7,843.2,125.7,75.4,1000,150,36796,0.08145
18740,"Coshocton, OH",1159,0.6,25.3,3.2,67.1,243.6,25.2,30.4,24.4,5.2,5.1,12.4,22.8,5.7,57.8,143.6,102.6,53.6,292.7,20.8,17.3,500,100,15033,0.07713
18780,"Craig, CO",480,0,70.6,5.8,21.6,0.1,12.1,3.9,31.5,0.7,-1.4,11.1,-0.8,0.8,0.4,-2.4,41.9,55.5,160.5,27,41.4,250,100,6470,0.07423
18820,"Crawfordsville, IN",709,0,-0.4,0.5,28,325.4,24,18.3,-10.1,10.6,4.1,6,-4.5,0.6,-4,105.2,90.6,-0.2,64.7,28.8,21.7,500,100,16776,0.04227
18860,"Crescent City, CA",882,-0.8,-0.1,1.6,20.5,24.8,11,71,5.3,20.8,-0.6,2.4,10.1,1,10.4,54.4,88.1,83.9,310.9,38.9,128.1,500,100,9417,0.09363
18880,"Crestview-Fort Walton Beach-Destin, FL",7568,-0.5,16,3.7,229.2,136.8,70.2,569.5,163.1,81.2,-37.1,200.3,174.5,14.2,463.4,741.8,303.1,399.2,3944.2,276.9,-181.3,5000,650,102748,0.07366
18900,"Crossville, TN",922,2.1,3.6,-0.2,2.9,248.5,16,14.4,23.8,6.1,-5.2,0.1,13.9,0.2,100.6,-25.4,147.2,61.4,251.7,18.2,42.5,500,100,20118,0.04585
18980,"Cullman, AL",1166,-3.4,-6.1,-8.1,4.3,189.4,9.6,-135.8,-26.4,63.2,6.9,-2.2,10.8,46.7,126.9,114,332.1,73.2,330.6,10.4,29.9,500,100,34851,0.03346
19000,"Cullowhee, NC",1199,-0,-0.2,-0.1,29,69,7.3,37.2,10.8,8.6,0.9,8.4,17.5,3.8,-7.3,68,93.5,439.2,423.5,14.7,-24.5,500,200,13409,0.08944
19060,"Cumberland, MD-WV",2334,0.4,6.9,7.1,13.2,163.7,69,148.7,81.9,64.6,-0.2,40.5,54.4,31.1,113.9,-42.9,509.3,108.5,876.9,82.3,4.8,1000,100,37784,0.06177
19100,"Dallas-Fort Worth-Arlington, TX",204964,13.9,5820.1,270.2,13278.3,12104.5,9283.1,14216.6,7869.8,3831.9,-3190.9,2956.7,2583.2,5043.6,15432.1,19443.8,18202.7,15936.3,51368,9494.5,1005.4,275000,200,3391141,0.06044
19140,"Dalton, GA",2384,-0.9,-3.4,-4.4,51.7,1121.2,87.6,-118.6,92.9,17.6,-13.4,44.7,116.1,39.7,47.1,4.5,153,91.2,596.3,57.8,3.3,2000,100,62013,0.03844
19180,"Danville, IL",1972,0,3.4,1.9,78.6,225.1,85.8,59.2,51.9,18.6,2.4,28.6,36.1,18.5,79.5,104.4,232.7,89.9,634,80.1,141,750,100,32084,0.06145
19220,"Danville, KY",1188,0.2,8.4,2.4,7.8,215.1,54.1,14.9,36.2,16.7,38.8,2.5,61.6,89.4,126.2,26.1,165.9,16.1,207.4,15.7,81.9,250,100,20917,0.05679
19260,"Danville, VA",2755,2.6,0.1,1.9,-55.1,495.8,72.7,112.3,48.9,2.1,23.9,45.6,22.4,12.9,288.1,84.1,563.9,213.1,635.3,72.5,112.1,750,100,43508,0.06333
19300,"Daphne-Fairhope-Foley, AL",4089,-6.5,12.8,-26.4,10.5,252.2,-13.6,61.7,-12,57.5,15.8,-10.8,30.7,84.3,356.7,319.1,754.7,398.9,1619.6,97.6,86.3,2000,150,82909,0.04932
19340,"Davenport-Moline-Rock Island, IA-IL",10404,2.1,9.8,-5.2,829.9,625.8,301.9,361.4,82.1,117.7,54.8,102.8,247.1,261,439.6,452,1208.6,550.1,3735.5,655.7,371,5000,100,175828,0.05917
19380,"Dayton, OH",28390,0.7,32.2,36,952.9,3212.7,816.6,1183.7,683.7,419.4,139.4,506,1249.1,196.2,2100.7,3901.9,2688.9,1806.9,7550,524.7,388,10000,100,345347,0.08221
19420,"Dayton, TN",598,0.5,1,-0.5,2.2,343.5,7.9,-32.8,19,2.3,-2.8,1.3,8.3,0.2,36.2,-25,63.6,20.4,125.2,6,21.7,500,100,12212,0.04897
19460,"Decatur, AL",2331,0,6.6,-14.2,7.4,298,12.5,-45.4,-87.7,39.6,11,3.3,19.2,94.9,343.2,209.4,510.3,154,701.5,26.2,41.1,750,100,61839,0.03769
19500,"Decatur, IL",2865,0,5.6,4.1,153.4,136.6,67.6,95.4,82,85.1,6.4,36.1,65.9,14.9,92.3,131.9,452.6,199.7,951.6,142.6,141.2,1000,100,44663,0.06415
19540,"Decatur, IN",679,0,0.1,-0,21.5,336.2,18.2,8.4,6.6,20.8,5.9,8,-1.4,0.6,-9.4,67.3,97.4,-2.7,53.9,29.1,18,500,100,15035,0.04514
19580,"Defiance, OH",1370,0.7,2.7,2.4,55.9,403.7,34.4,38,30.3,2.5,7.9,14,20.5,4.4,58.9,170,124.4,51.4,300.3,16.8,30.5,500,100,17767,0.0771
19620,"Del Rio, TX",1063,0.1,109.3,2,61.2,73.5,25.4,46.1,21.9,22.7,-6,8.4,1,6.1,36.5,104.6,174.4,41.1,308.2,32.3,-5.9,500,100,17658,0.06019
19660,"Deltona-Daytona Beach-Ormond Beach, FL",15781,-0.1,5.6,6.7,603.8,538.5,306.7,573.6,484.4,169.3,-120.5,320.2,308.4,58.7,1189.4,1934.6,726.4,1470,6452.1,756.9,-3.3,10000,150,252638,0.06247
19700,"Deming, NM",639,0.7,53.5,-0.2,77.6,51.4,6,-7.2,15.1,3.9,12.4,5.9,13.7,1.6,11.9,18.1,69.3,21.8,240.3,19.7,23.2,250,100,8744,0.07305
19740,"Denver-Aurora-Lakewood, CO",76342,5,1404.7,142.8,3502.5,-320.2,3272.2,3788.3,6967.6,-353.8,-1113.3,2952.2,-140.4,742.1,2313.5,63.9,9541.2,7547.4,26138.6,5301.9,4585.2,275000,200,1395721,0.0547
19760,"DeRidder, LA",864,13.2,44.9,0.9,207.1,51.3,17.3,-7.4,27.8,16,9.4,5.4,65.3,5.3,28.8,-71.6,137.5,38.6,271.3,7.6,-4.2,500,100,14323,0.06034
19780,"Des Moines-West Des Moines, IA",15356,0.1,16.8,-8.7,1934,182.4,193.5,-114.3,72.3,152.4,753.1,110.7,463.9,156.7,553.9,628.2,1881.7,1390.9,5500.5,1111.2,376.8,10000,200,322908,0.04756
19820,"Detroit-Warren-Dearborn, MI",228816,3,112.8,292,3867.1,30469.4,6311.3,14819.8,4649.5,3133.1,606.4,3414,10827.1,2212.6,19850.4,28699.1,19086.7,11607.3,57556.2,8021.9,3276.6,275000,200,1915549,0.11945
19860,"Dickinson, ND",2009,0,923.3,4.9,147.7,62,55.7,26.6,212.1,17.3,9.3,21.7,12.9,-2.8,29.8,-6.6,115.9,59.7,292.4,35.9,-9.1,1000,250,17382,0.11556
19940,"Dixon, IL",948,0,4.9,0.2,46.3,130.5,28.6,19.1,13.5,11,1.9,14.9,27.5,9.1,26.9,57.5,128.9,52.9,279.4,41.2,53.9,500,100,15889,0.05968
19980,"Dodge City, KS",362,0,9.8,-3.4,39.5,-89.7,-1.4,-10.8,-12.4,3.2,6.8,3.7,8.2,1.1,-6.3,102.8,60.1,30.1,185.2,9.7,26,250,100,15615,0.0232
20020,"Dothan, AL",2145,-4.4,7.6,-30.8,5.1,155.3,24.8,-115.4,-54.7,47,7.5,-3.4,17.4,64.1,265.1,215,720.6,137.6,711.2,31.5,-56.5,750,100,58360,0.03675
20060,"Douglas, GA",451,-4.4,-0.1,-0.6,19.7,107.9,16.5,-62.1,33.7,15.8,-3.7,10.5,16.9,6.6,21.8,-2.4,54,25,180,18.5,-2.9,250,100,15432,0.02921
20100,"Dover, DE",7187,0,7.3,19.6,339.1,427,184,760.8,334,56.8,38.2,93.4,410.3,63.3,173.1,591.3,1209,956.5,1175,322.1,26.2,2000,100,73109,0.09831
20140,"Dublin, GA",578,-1.1,-0,-2.9,25.4,97.1,15,-110.5,21.8,28,-5.3,22,23.8,24.4,0.6,7.1,102.8,45.8,260.4,21.2,2.8,500,100,22331,0.02589
20180,"DuBois, PA",2796,7.2,124.2,22.5,142.2,265,102.2,260.5,207.1,32.6,9.7,8.7,76.5,20.2,47.5,134.4,388.5,62.5,656.4,214.9,12.7,750,100,32624,0.08569
20220,"Dubuque, IA",2481,0.9,6.2,-1.8,255.2,187.1,22.9,-55.4,4.4,8,68.7,8.9,42.3,18.7,65.2,112.3,294.2,297.5,918.4,174.7,52.8,1000,100,53282,0.04657
20260,"Duluth, MN-WI",11405,19.1,368.7,-12.8,289.6,484.9,89,-68.3,327.5,159.4,15,121.6,185.4,64.6,153.5,1345.3,1813.8,1164.8,3612.3,659.5,611.6,5000,150,130112,0.08765
20300,"Dumas, TX",455,0.1,107.5,1.4,51.6,-0.2,10.9,14.2,4.6,2.6,-2.3,4.5,0.7,3.2,6,59,38,17,112.8,18.8,5.1,250,100,9854,0.04621
20340,"Duncan, OK",964,0,317.7,0.5,65.9,115.4,15.3,-21.1,36.3,-5.2,-11.2,4.4,48.2,0,20.6,191.6,68.3,79.2,32.4,4.7,1.5,500,100,17011,0.0567
20380,"Dunn, NC",2698,-0,-0.3,-0.1,130.3,365.2,55.3,-21.8,62.3,35.3,6.8,35.4,63.9,21.3,30.8,355.8,338.3,209.3,1093.1,52.3,-135.3,2000,100,45466,0.05934
20420,"Durango, CO",1671,0.2,63.6,3.2,64.6,2.9,31,46.6,94.4,6.6,-10.3,42.3,-1.2,3.6,11.4,-8.5,206.8,190.2,664.7,73,186.3,750,100,22979,0.07274
20460,"Durant, OK",952,0.4,55.4,1.1,57.7,148.3,25,-56.7,19.5,-7.3,-8.1,7.5,44.1,0,26.1,232.3,50.9,276.1,30.3,4.7,44.7,500,100,17035,0.05588
20500,"Durham-Chapel Hill, NC",16267,-0.3,-1.9,0.7,371.3,1253.4,274.8,695.5,247.1,510.3,16,238.2,416.9,109.7,309.8,3232.1,1787.1,1174.2,5358.6,459.4,-185.7,10000,150,243894,0.0667
20540,"Dyersburg, TN",594,0.2,0.3,0.2,2.7,267.9,19.2,-34.5,13.2,10.7,-4,4,9.7,0.1,53.8,-34,94.7,27.5,132.6,6,23.4,500,100,15074,0.0394
