cbsa,cbsa_name,X000,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,max,tmax,total_workers_employed,worker_job_loss_rate
25900,"Hilo, HI",9015,-0.2,0,57.2,1.6,248.6,212,294.1,856.4,75.3,3.3,140.1,-7.7,21.2,569.1,211.8,89,389.5,5625.1,209.5,19.1,10000,650,47535,0.18965
25940,"Hilton Head Island-Bluffton-Beaufort, SC",4655,0.7,1.4,4.3,112.7,63.8,60.4,352.2,36.9,2.2,-30.8,50.7,121,11.6,293.1,73.2,374.7,586.4,2692.5,-56.3,-95.3,5000,250,71223,0.06536
25980,"Hinesville, GA",722,-0.2,0.5,-1.8,22.1,80.2,23.1,-139.6,57.4,25.9,-6.9,37.3,45.5,10.4,32.5,5.5,79.6,43.7,425.8,54.1,-73.1,500,100,22283,0.0324
26020,"Hobbs, NM",3226,0,1551.2,-3,286.7,26.1,20.9,-30.2,113.7,31.3,39.4,33.7,48.4,13.5,37.3,60.8,160,77.4,628.9,101,29.3,2000,200,27796,0.11608
26090,"Holland, MI",6504,0,6.9,13.6,189.3,1359.9,237.8,319.4,115.8,34.7,22.4,57.4,127.9,19.3,456.7,870.8,439.7,474.9,1495.1,168.6,93.8,2000,150,58310,0.11154
26140,"Homosassa Springs, FL",2385,0,7.4,-2.9,119.8,79.6,58.6,-2.6,41.1,26,-13.7,45.4,41.7,6.6,120.9,358.9,226.7,254.7,878.4,136.6,2.3,1000,100,43728,0.05455
26220,"Hood River, OR",953,4,0.1,0.4,30.9,114.2,18.8,35,12.2,7,2.4,5.7,22.3,4.5,9.6,116.5,42.6,140.4,340.8,25.6,19.9,500,150,11517,0.08275
26260,"Hope, AR",373,3.4,5.1,-3.5,12.1,146.7,-0.2,-33.5,-11.5,1.7,2.1,2.4,3.5,-1.9,20.3,-42.9,134,5.2,115.2,-0.7,15.2,250,100,10963,0.03399
26300,"Hot Springs, AR",1541,3.9,15.8,-11.4,49.7,317.6,-22,-197.8,-12.3,36.9,8.4,16.9,14.7,-14.4,85.2,-87,520.1,126.2,645.8,7.1,37.5,750,100,36970,0.04168
26340,"Houghton, MI",1667,5.5,0.9,2.2,40.6,111.7,20.2,99.2,16.3,10.5,3.9,9.8,31.1,2,38.6,415,161.9,57.9,542.3,48,49.4,750,100,12976,0.12845
26380,"Houma-Thibodaux, LA",6181,0,1132,8.3,813.6,425.8,143.4,-72.8,510.6,82.4,38.2,86.2,321,11.5,158.3,-250,914.5,201.3,1569.4,99.2,-12.4,2000,100,84200,0.0734
26420,"Houston-The Woodlands-Sugar Land, TX",186409,29.1,18458.5,234.6,15518.4,9276.2,7722,12535.1,5428.3,2830.4,-1475,2401.8,1603.9,3941.2,9778.8,18876,15324.2,11165.3,43170.8,8556.7,1032.7,275000,650,2886903,0.06457
26460,"Hudson, NY",3334,1.7,2.2,11.8,188.6,161.7,136.2,269.1,205.8,19.2,29.9,33.1,91.2,31.4,153.4,56.3,435.6,209.4,840.9,194.9,261.7,1000,100,27288,0.12218
26500,"Huntingdon, PA",1442,2.2,14.8,8.4,108.6,147.5,47,165.3,64.6,19.8,5.1,-0.9,38.2,7,35.4,89.9,190.2,42.9,352.4,94.6,8.9,500,100,17047,0.08458
26540,"Huntington, IN",755,0,0.2,-0,29.5,342,18.9,10.2,7.7,30,7.9,8.1,-1.7,1,-13.2,86.7,108.4,-4,67.2,36.9,19.4,500,100,17503,0.04315
26580,"Huntington-Ashland, WV-KY-OH",6009,4.8,85.5,27.6,89.4,266.4,276.6,513.6,127.2,115.8,132.7,177.4,232.4,181.9,463.1,-554.2,975.3,108.3,2376.5,136.6,272.5,5000,100,135359,0.0444
26620,"Huntsville, AL",7848,-2.5,-0.3,-28.1,14.2,645.3,45.5,-422,-43.4,171.6,15.3,-33.5,169,166.4,1486.5,651.7,1766.9,726.4,2303.6,116.3,99.3,5000,100,182148,0.04309
26660,"Huntsville, TX",1527,9.7,127.9,6.6,127.7,95.2,45.4,30.8,25.8,-1.5,-7.3,13.3,7.3,12.8,34,203.6,152.2,109.3,376.8,72.2,85.3,500,100,27500,0.05552
26700,"Huron, SD",358,0,-2.8,0,-29.1,68.7,14.5,4.5,12.2,12.7,2.4,-3,-0.8,1.2,-3.9,79,68.7,12.2,77.8,26.1,17.7,100,100,9303,0.03847
26740,"Hutchinson, KS",1143,0.1,30.8,-8.8,95.7,198.6,-18,-66.6,-28.9,19.1,23,23.7,29.8,11.2,-4.1,187.2,189.1,50.3,318.6,34.5,57.9,500,100,27938,0.04092
26780,"Hutchinson, MN",1210,0,2,-1.4,48.5,193.5,9.1,-57.9,34.1,20.5,0.8,15.1,21.5,20.1,10.5,148.8,198.6,90.4,336.7,66,53,500,100,18678,0.06478
26820,"Idaho Falls, ID",1164,-0.4,4.9,-8.9,6.1,-31.6,-49.2,-212.5,2.5,76.7,-77.6,-44,62.4,-0.5,-39.7,671.3,95.1,204,305,174.3,26,750,100,62356,0.01867
26860,"Indiana, PA",2981,4.8,183.1,27.9,154.7,191.4,144.2,312.9,163.6,45.9,13,1.2,107.3,29.1,68.9,160,341.3,93.2,723.7,203.9,10.9,750,100,32458,0.09184
26900,"Indianapolis-Carmel-Anderson, IN",36388,1.4,33.3,2.8,1717.7,6826.1,1526.9,3408.2,-185.3,1520.2,449.1,731.8,52.3,94.8,295.7,5288.8,5938.7,10.3,4980.7,2326.1,1367.9,10000,100,975648,0.0373
26940,"Indianola, MS",230,0.1,2.2,-0.5,16,9.1,4.1,-45.4,13.4,3.2,8.8,1.8,-0.5,1.4,-20,69.1,92.9,30.2,29.4,-0.4,15.3,100,100,9275,0.02484
26960,"Ionia, MI",2917,2,3.1,4.3,79.8,628.2,78.5,99.4,38.3,12.5,11.5,23.2,52.7,13.4,277.1,407.8,231.9,119.4,645.9,88.2,100.1,750,100,26977,0.10815
26980,"Iowa City, IA",3544,0.1,6,-3.5,358,-23.7,21.1,-25.2,55.4,21.2,52.7,-2.1,51.2,12.6,136.4,417.4,543.7,152.4,1462.7,216.5,91.2,2000,150,80070,0.04426
27020,"Iron Mountain, MI-WI",1398,5.5,2.9,2.9,73.9,193.6,29.5,91.5,25.5,12.4,4.7,7.2,20.2,1.4,48.7,154.5,154.1,67.9,407.7,51.8,41.6,500,100,13140,0.10636
27060,"Ithaca, NY",4471,4.7,10,7.4,127.4,297.8,96.1,347,243.7,24.3,38.5,36.5,136.5,29.7,220.4,161.8,497.3,234.7,1451,262.3,243.3,2000,150,40613,0.11008
27100,"Jackson, MI",7207,0.7,24.2,27.6,138.8,1353.4,158,344.6,95.2,57.6,18.2,64.6,123.9,22.6,567.3,1102.8,648.8,285.8,1726.1,263.4,183,2000,100,62296,0.11568
27140,"Jackson, MS",7869,8.6,186.9,-23.3,618,721.3,198.8,177.3,183.4,287.2,388.7,-67.5,-11.7,66.9,-751.7,1642.7,2139.4,934,750.2,45.9,373.5,5000,100,243698,0.03229
27160,"Jackson, OH",851,1.2,3.6,1.6,43.3,142.4,20.3,-11,13.1,7,3.5,11.5,16.4,5.3,53.2,146,81.7,22.9,243.1,13.7,32,250,100,11686,0.07282
27180,"Jackson, TN",2407,0.9,0.8,-1.8,8.2,693.5,66.4,49,97.2,39,-13,5.4,47.7,0.5,381.8,-108.3,370.7,89.3,568.2,27.4,84.3,750,100,54182,0.04443
27220,"Jackson, WY-ID",1081,0.2,18.6,-1.9,-28,1.6,0.3,-83.9,21.7,18,12.6,-1,-3.9,-0,66.3,138.3,3.2,-136.3,1002.1,52.9,0.6,2000,650,14859,0.07277
27260,"Jacksonville, FL",37805,-5.9,5.7,-11.9,1277.5,1403.3,911.6,1907.3,1313.6,643.1,-665.1,818.6,1021.4,157.2,3715.4,4620,1683.9,2929.9,14487,2040.6,-448.3,275000,650,662664,0.05705
27300,"Jacksonville, IL",1114,0.1,1.9,1.4,55.2,38.8,39.6,13,20.8,11.4,2.7,15.4,29.6,5.8,29.2,60.5,175.1,65.9,384.9,43.5,119.6,500,100,17902,0.06225
27340,"Jacksonville, NC",3592,-0,0.4,2.5,126.6,178.5,57.1,182.5,111.5,37.8,2.8,74.1,70.7,20,107.1,363.1,355.5,237.2,1796.3,88.6,-219.9,2000,200,51357,0.06995
27380,"Jacksonville, TX",1043,6.9,131.9,2,85.6,113.9,35.9,13.6,5.4,13.9,-7,10.3,3.8,0,39.4,126.6,150.4,43,224.5,28.3,14.3,250,100,19523,0.0534
27420,"Jamestown, ND",610,0,11.7,2.5,50.2,60.9,33.7,5.4,64.7,5.7,9.1,6.6,6.8,-3.6,12.7,-12,114,25.1,179.9,17.9,19.2,250,100,11111,0.05493
27460,"Jamestown-Dunkirk-Fredonia, NY",6577,4.3,22,16.2,230.1,883.6,190.7,573.7,332.3,17.5,45.5,37.5,107.3,56.9,335,94.4,719.8,350.4,1818.2,397.7,344,2000,100,50719,0.12968
27500,"Janesville-Beloit, WI",5703,2.2,5.7,4.8,103.8,833.3,181.7,237.3,61.5,132.5,43.7,40.8,86,65.4,488.1,376.3,492.7,328.2,1634.9,267.4,317,2000,100,76405,0.07465
27540,"Jasper, IN",1442,0.5,9.7,-2.2,50.3,721.3,54.2,64,2.3,30.6,9.2,8.1,0.2,3.1,-14.2,135.4,165.1,-6.5,117.7,51.5,41.8,750,150,28873,0.04994
27600,"Jefferson, GA",895,-0.1,-0.4,-2.5,37.6,150.7,38.8,-10.1,19.5,44.4,-7.9,51,46,18.9,25.5,11.8,80.4,70.1,283.3,41.2,-3.6,500,100,26799,0.03339
27620,"Jefferson City, MO",2708,0.1,3.4,-5.5,-30.7,156.3,58.6,44,99.6,43.4,71.8,54.9,68.9,149.8,126.3,574.6,208.4,176.5,943.8,31.5,-68,1000,100,68894,0.0393
27660,"Jennings, LA",961,0.9,106.4,2,181.7,31.1,21.1,6.4,31.3,21.6,6,12.6,35.4,4.9,20.5,-46.5,168.1,75.7,271.9,9.9,-0.1,500,100,13024,0.07377
27700,"Jesup, GA",273,-1.1,0.7,-2,17.6,39.1,9.7,-67.8,22.8,6.7,-2.3,11.6,13.4,6.1,4.2,2.1,49.3,17,128.4,17.8,-0.3,250,100,10563,0.02584
27740,"Johnson City, TN",3115,0.5,5.7,0.4,15,946.5,75.3,-124.1,92.9,52.3,-20.6,10.3,51.9,2.8,326.3,-173.1,478,215,981.4,75.5,103.2,1000,100,79264,0.0393
27780,"Johnstown, PA",4815,0.7,56.9,34.7,228.9,306.8,166.7,525.1,269.1,74.8,17.2,17,172.7,31,182.5,279.9,727,134.9,1185.1,385.6,18.5,2000,100,56495,0.08523
27860,"Jonesboro, AR",1929,0.5,5.5,-13.4,53.2,853.3,-22,-163.3,-54,14.8,7.2,17.6,9.9,-21.3,81.8,-235.8,736.9,25.2,568.7,20.8,43.1,1000,100,50599,0.03812
27900,"Joplin, MO",3354,0.3,3.9,0.8,-23.1,185,115.2,173.8,85.1,47.2,47.4,37.1,87.9,187.5,104.6,750.8,158.8,186.6,1173.4,44.9,-12.9,2000,100,74875,0.0448
27920,"Junction City, KS",459,0,2.7,-0.6,22.7,61.6,-0.4,20.2,-10.3,0.3,7,15,15.8,2.8,11.4,102.9,56.9,11.1,166.4,18.1,-44.3,250,100,10516,0.04369
27940,"Juneau, AK",1900,0,21.8,4.6,81,60.8,26.8,175.5,207.7,17.1,18.4,19.2,22.6,3,27.5,336.9,175.8,125.3,454.4,78.2,43.7,500,150,17353,0.10951
27980,"Kahului-Wailuku-Lahaina, HI",22184,0,-1.2,89,2.9,292,330.7,686.1,2128.1,178.2,8.4,350.2,-7.4,35.1,1291.1,335.3,136.3,1093.8,14720.3,505.8,8.6,275000,650,87247,0.25426
28020,"Kalamazoo-Portage, MI",16956,1.5,9,20.2,333.1,2116.9,478.6,966.7,129,171.5,63.6,198.1,368.8,43.4,1318.5,3032,1563.5,797.5,4436.3,678.8,229.1,5000,150,145427,0.1166
28060,"Kalispell, MT",2170,2.2,30.4,-0.6,121.6,122,43.9,215.7,13.2,34.2,55.7,30.6,75,10.3,61.3,27.1,102.7,113.4,1021.9,89.6,-0.2,2000,100,41185,0.05269
28100,"Kankakee, IL",3005,0,4.8,1.6,154.6,137.2,117.8,154.6,46.9,26.7,1.4,45.8,105.5,26.6,196.5,155.7,459,210.2,929.8,108.2,121.6,1000,100,49548,0.06064
28140,"Kansas City, MO-KS",47134,0.6,52.2,-41.6,1023.7,3254.3,1094,2347.4,490.4,933.5,1357.4,1159.3,3026.7,1668.4,1466.9,7099.5,3787.5,3023.9,13972.4,1240.3,177.6,275000,100,1023869,0.04604
28180,"Kapaa, HI",8102,0,-1,39.2,1.1,119.4,100.2,236.2,696.5,84.2,3.5,105.3,-2.9,13.7,406.2,64.7,55.7,486.3,5531.9,156.6,5.4,10000,650,31897,0.25401
28260,"Kearney, NE",967,0,-1.1,-2.5,23.2,59.7,-7,53.2,20.6,6.8,12.3,-0.6,3.2,10.8,60.4,105.8,57.4,127.3,348.5,44.2,44.7,500,100,26551,0.03643
28300,"Keene, NH",2756,1.7,4.9,8.1,122.2,505.2,192.2,470.6,69.4,25.4,6.1,-10.6,116.2,43.8,108.6,-370.8,289.2,112.8,811.1,149.9,100.2,1000,100,36824,0.07485
28340,"Kendallville, IN",1309,0.2,-0.2,0.6,33.2,863.8,26.4,30.2,2.4,18.6,5.9,7.5,-0.6,1.2,-20.3,100.2,98.9,0.5,70.3,44.6,25,1000,150,22772,0.05746
28380,"Kennett, MO",416,0,-0.3,0.8,-3.3,36.1,12.5,-6.3,15.3,5.3,9.3,9.5,5.4,11.1,0.5,117,61.9,12,131.8,0.5,-2.7,250,100,11579,0.03596
28420,"Kennewick-Richland, WA",6811,9.3,9.9,-15.9,514.4,541.3,109.4,-50.8,151,55.1,32.2,-3,30.7,39.8,-130.7,907.2,651.9,935.9,2357.1,447.1,219.2,5000,100,122604,0.05555
28500,"Kerrville, TX",1311,0,56.6,1.2,113.9,67.1,26.2,112.6,15.8,8.5,-9.8,10.2,6.1,12,27.8,106.7,170.5,90.3,418.4,67.4,9.5,500,100,19610,0.06685
28540,"Ketchikan, AK",291,0,0.2,0.2,11.8,25.9,4,21.3,55.6,1.2,5.6,2.9,1.6,0.4,4,64.9,19.1,5.7,52.1,7.5,6.6,100,100,2480,0.1172
28580,"Key West, FL",4191,-0.2,1.9,6.5,83,46.7,49.5,211.8,203.9,24.4,-13.5,93.1,51.8,7.2,153.5,186.6,83.9,240.5,2639.9,172.7,-51.7,5000,650,40876,0.10254
28620,"Kill Devil Hills, NC",1326,-0.1,0,0.9,47.2,45.4,15.5,44.5,19.1,9.9,1.8,124.5,17.4,3.3,26.7,104,62.7,119.3,694.7,19.9,-30.5,750,150,16723,0.07931
28660,"Killeen-Temple, TX",7912,0.8,263.7,15,581.8,440.1,301.1,259.6,171.6,104,-62.8,100.7,21.5,121.4,399.6,1146.1,984.6,487.7,2482.1,430.7,-337.5,5000,100,144049,0.05492
28700,"Kingsport-Bristol-Bristol, TN-VA",5975,1.4,33.5,2.4,-26.1,1644.2,119.1,4.8,94.3,84.3,-3.5,28.5,75.6,19.9,502.6,-66.3,964.8,423.7,1697.7,115.1,259,2000,100,124555,0.04797
28740,"Kingston, NY",10531,1.5,12.7,50,510.5,426.8,363,1079.1,690.2,134.4,84.9,96.1,301.2,81.8,624.4,175.9,1240.1,649.8,2861.7,630.5,516.3,5000,150,77132,0.13653
28780,"Kingsville, TX",758,0,114.1,3.7,60.1,26.2,11,8.5,9.6,-0.8,-4,12.7,0.4,2.3,19.6,138.7,110.2,26.2,198.8,24.6,-3.6,250,100,12184,0.06224
28820,"Kinston, NC",1280,-0,0.6,1.5,45.4,302.9,28.5,44,25,8.1,2,14.4,12.6,14.8,-8.2,157.7,210.3,51.4,458.7,15.8,-105.9,500,100,23342,0.05482
28860,"Kirksville, MO",545,0,-0.2,0.1,-3.7,18.2,9,-7.3,7.9,11.2,8.3,5.5,9.4,12.2,3.6,198.1,52.1,23.8,193,7.3,-3.3,250,100,10822,0.05039
28900,"Klamath Falls, OR",1773,2.4,3.1,1.4,84.4,152.4,34,26.9,38.5,22.7,7.7,13.8,31.1,26.5,50.7,305.1,111.6,167.7,580.9,68.1,43.8,750,100,24172,0.07334
28940,"Knoxville, TN",15873,7.7,34,-14.4,66.8,3846.5,500.4,250.7,506.9,555.3,-138.1,73,509.2,14.9,1936.7,-693.5,2033.3,1243.3,4401,358.1,381.3,5000,100,372689,0.04259
29020,"Kokomo, IN",1740,0,-0.2,0.3,54.4,806.6,38.7,44.9,-7.2,59.8,14.1,21,0.6,1.5,-6,188.4,212.9,-5,189.9,75.6,49.8,1000,100,37012,0.04702
29060,"Laconia, NH",2526,1,9.7,9.1,103.1,287.6,115.4,420.9,64.5,53.4,5.8,-7.4,110.8,27.8,78.3,-235.4,258.5,184.4,867,74.6,96.9,1000,100,28888,0.08745
29100,"La Crosse-Onalaska, WI-MN",5138,0.8,11.5,3.8,91.8,524.9,125,155.2,114.8,115,55,30.2,82.8,68.8,323.2,463.9,625,293.8,1513.2,298.4,241.1,2000,150,68097,0.07546
29180,"Lafayette, LA",15240,3.4,2925.3,10.8,1482.7,925,340.8,330.4,552.2,355.5,106.9,230.4,859.6,86,410.5,-563.4,2343.7,673,3883.6,282.6,1.2,5000,200,194300,0.07844
29200,"Lafayette-West Lafayette, IN",4197,0,-0.8,2.4,139,1325,88.7,198.4,-27.4,92,26.8,74.6,-24.9,3.3,16,979.7,595.2,-2.3,463.6,158.3,89.8,2000,150,89143,0.04709
29260,"La Grande, OR",789,0.6,1.5,0.3,44.8,115.9,14.1,-8.7,12.1,11.4,3.8,5.8,11.4,3.3,14.2,151.5,49.8,40.6,254.2,25.6,37.2,500,100,10880,0.07256
29300,"LaGrange, GA",1087,-0.3,-1.5,-2.1,33.5,427.5,19.1,-154.2,56.5,39.6,-11.6,20.4,39.8,16.7,50.7,8.4,113.1,65.7,335.1,31.6,-0.6,500,100,30077,0.03615
29340,"Lake Charles, LA",6578,6,185.7,6.3,1435.4,268.6,121,5.3,226.9,154.3,33.7,50.6,305.1,24.2,194.4,-309.2,962.3,277,2582.8,59.1,-11.7,5000,150,88347,0.07445
29380,"Lake City, FL",1247,-1.4,-0.8,-0.3,60.9,74.1,42.8,-5.9,31.7,1.7,-8.7,18.2,15.2,3.6,85.4,192.5,70.5,54.4,559.4,53.2,0.6,750,100,25333,0.04923
29420,"Lake Havasu City-Kingman, AZ",4132,0,0.5,-9.1,132.8,156.4,25.4,-132.2,95.6,57.7,3.4,-1.5,18.6,14,337.5,-105.6,336.4,447,2784.4,-31.8,2.5,5000,200,68799,0.06006
29460,"Lakeland-Winter Haven, FL",17663,-1.4,-19.2,2.7,560.2,775.6,479.1,289.2,287.5,161.6,-148.1,295.3,231.7,111,1483.4,2032,683.8,2862.7,6990.1,617.9,-32.4,10000,650,272979,0.0647
29500,"Lamesa, TX",351,0,142.5,1.1,22.4,7.4,10.2,7.8,4,2.3,-1.7,1.8,0.9,3.7,5.9,27.5,20.4,11.6,66.2,11,6.2,250,100,4942,0.07105
29540,"Lancaster, PA",23509,2.6,30.6,58.1,1485.7,2595.8,1290.6,3087.7,947.1,497.1,65.1,17.4,952.3,260.7,845,1016.6,2370.9,1403.5,5225.6,1316.7,40.2,10000,150,254934,0.09222
29620,"Lansing-East Lansing, MI",24144,3,28.9,46.1,402.1,2266.6,417.1,1404.9,491.3,292.2,73.2,317.3,666.8,75.6,1623.4,5182.9,2415.1,899,5548.5,940.5,1049.9,10000,150,204188,0.11825
29660,"Laramie, WY",999,0.7,50.3,-1.3,-28.6,2.2,0.7,-120.8,5.6,16.8,26.3,19.1,-8.3,1.1,63.7,541.2,7.1,-103,498,44.7,-16.2,750,150,15487,0.06451
29700,"Laredo, TX",6531,0,840.5,8.5,277.5,78.3,162,649.9,351.3,97.7,-37.8,60.5,25,18.6,255.3,842.4,791,359.5,1503.4,187.7,59.9,2000,100,97695,0.06685
29740,"Las Cruces, NM",5551,4.2,145.3,-1.2,632.5,204.5,59.6,36.3,238.4,61.2,152.6,46.5,317.2,15.6,193.4,184.3,804,192,1918.9,272.8,73.4,2000,150,75640,0.07339
29780,"Las Vegas, NM",670,0.8,9.4,1.6,57.5,11,6.4,-11.6,36.5,12.3,20.3,2.6,11.5,3.4,4.9,40.7,120.1,23.5,256.3,28.8,34,500,100,9659,0.06937
29820,"Las Vegas-Henderson-Paradise, NV",126545,0,-122.2,217.7,2619.6,609.9,2076.3,9542.5,7493.6,2089.1,659.7,-73.4,2125.1,5404,13864,9973.7,4136.7,1744.6,58646.1,4677.7,860.6,275000,650,941812,0.13436
29860,"Laurel, MS",955,4.1,194.3,-4.2,118.6,55,21.1,-77.5,10.5,18.3,30.5,-7.1,-3.8,6.9,-62.7,194.7,281,83.5,63.6,-5,32.8,500,100,31948,0.02988
29900,"Laurinburg, NC",826,-0,-0.5,0.1,20.1,202.3,16.2,-6.7,17.3,2.7,1,6.2,8.8,4.8,2.4,91.9,125.2,51.9,310.7,12.5,-40.6,500,100,12965,0.06373
29940,"Lawrence, KS",2839,0,30.6,-3.8,146.8,250.8,10.2,74.2,17.1,48,37.8,46.3,135.7,13.7,54.9,571.3,354.4,68.8,717.8,183,81.4,750,100,54347,0.05224
29980,"Lawrenceburg, TN",778,1.7,0.7,-0.2,3.4,374.2,18.7,-20.8,26,6.5,-4.5,2.7,17.5,0.3,37,-30.4,100.3,30.3,177.3,6.7,31.1,500,100,17340,0.04489
30020,"Lawton, OK",2101,0,160.9,5,145.3,42.2,49,31.8,104,-6.9,-27.7,5.5,199.2,0,132.2,636.1,132.2,365.9,189.3,22.9,-85.9,750,100,44253,0.04748
30060,"Lebanon, MO",555,0,0.3,0.4,-4.3,116.2,19,13.4,13.3,8.7,9.1,9.6,7.5,11.1,15.4,121.2,20.3,19.6,178.4,-0.2,-4.4,250,100,13345,0.04156
30140,"Lebanon, PA",5918,0,8.3,17.8,258.9,639.6,275.4,565.9,313.1,91,14.4,6.3,188.5,66.4,219.7,289.1,580.8,658.9,1408.1,317.3,-1.4,2000,100,64932,0.09115
30220,"Levelland, TX",767,0,297.8,0.6,41.1,8.7,13.2,15,6.7,10.9,-4,6.6,2.5,4.5,10.8,90.8,50.1,23.3,143.7,38.9,5.6,500,100,10053,0.07626
30260,"Lewisburg, PA",1351,1.5,6.6,7.6,69.3,119.8,48.3,138.9,61.8,16.9,4.1,1.3,41,19.5,20.6,127.4,176.9,27.7,383.5,72.5,5.5,500,100,16798,0.0804
30280,"Lewisburg, TN",720,0.1,5.1,1.3,3.1,366.3,20.9,-12.9,18.7,9.8,-5.4,0.9,16.2,0.4,58.1,-21.1,63.5,35.1,125.2,12,22.7,500,100,15197,0.04738
30300,"Lewiston, ID-WA",1089,-1.2,10,-2.8,28.6,55,0.6,-98.9,9.8,35.6,-35.6,-23.2,11.4,2.6,-15.6,285.4,121.6,236.9,347.9,80.8,39.7,500,100,28264,0.03851
30340,"Lewiston-Auburn, ME",4414,-14.3,0,-1.8,49.7,959.9,55.6,105.8,109.2,143.3,85.7,41.2,95.8,176.7,-0.6,606.6,561.6,222.2,1034.9,151.8,30.5,2000,100,50688,0.08708
30380,"Lewistown, PA",1617,2.7,6.9,6.2,88.9,258.8,49.5,172.6,78.1,22.6,4.9,1.5,44.6,9,19.7,83.9,214.2,44.2,412.1,88.3,7.9,500,100,20474,0.07896
30420,"Lexington, NE",209,0,1.3,-2.2,11,-60,-3.9,-25.6,4.2,-1.3,5.2,0.7,0.6,2.5,38,38.1,11.6,50.7,106.5,10.9,20.7,250,100,12773,0.01635
30460,"Lexington-Fayette, KY",14664,3.6,39.1,11.4,77.2,1576.8,401.4,1063.2,378.4,384,421.8,71.3,830.1,1434.3,1952.2,290.9,1671.1,324.8,2578.9,372.7,780.6,5000,100,229748,0.06383
30580,"Liberal, KS",263,0,35.9,-2.7,24.1,-56.3,-0.8,-8.7,-10.1,1.2,4.5,3.6,5.2,0.9,-3.6,63.2,46.6,4.7,129.4,7.7,18.6,250,100,11076,0.02378
30620,"Lima, OH",3475,0.8,6.1,4.7,142.8,592.3,106.8,63.1,76.6,15.3,14.1,41,73,12.5,336.8,414,323.9,181.9,903.9,71.5,93.7,1000,100,44768,0.07762
30660,"Lincoln, IL",696,0,4.4,0.7,31.6,43.2,11.4,26.6,14.8,7.5,1,10.7,21.5,4.8,17.6,36.6,94,43,229.1,32.4,65.5,250,100,11125,0.06258
30700,"Lincoln, NE",6317,-0,3.9,-18.8,153.8,112.3,40.3,105.4,94.7,146.4,115.6,9.9,87.9,40,734.6,635.7,263.5,1411.2,1713.4,343.9,323.5,2000,100,161555,0.0391
30780,"Little Rock-North Little Rock-Conway, AR",10339,3.4,94.8,-115.9,362.4,2231,-106.6,-694.1,-226.3,104.3,51,125,234.4,-206.2,1012.9,-990.8,4000.3,247.8,3651.5,238.2,322.1,5000,100,315683,0.03275
30820,"Lock Haven, PA",1371,1.1,54.1,5.9,80.3,167.3,51.3,159.6,43.5,18.6,3,2.2,35.7,7.1,27,85.5,132.9,31.9,371.1,84.9,7.9,500,100,16083,0.08524
30860,"Logan, UT-ID",2536,0,7.2,-5.8,-148.2,-154.3,1.5,-185.3,182.1,52.3,-64.5,-9.9,-17,18.1,66.4,1346.9,138.6,506,819.4,11.3,-29,2000,100,64142,0.03953
30880,"Logan, WV",322,0.4,53.5,2.7,-1.6,4.7,18.7,21.2,1.2,17.5,6.2,12.6,11,6.6,-3.1,-97,70.1,0.7,170.9,7.9,18.2,250,100,9553,0.03374
30900,"Logansport, IN",831,0,-0.3,0.2,26.6,414,22.7,18.1,-4,19.5,4.9,4.7,0.2,0.8,-2.6,90.2,108.5,-2.1,68.8,27.9,32.6,500,100,17197,0.04831
30940,"London, KY",2425,2.3,71.3,11.2,12,283.2,60.5,52.2,70.8,63.4,59.1,11.7,100,131.8,550.2,44.5,346.1,14.8,377.9,34.7,127.9,750,100,42468,0.05711
30980,"Longview, TX",5639,5.2,1013.1,13.7,404.8,518.7,206.2,311.8,98,63.4,-38.2,53.3,33.8,31.8,189.1,484.2,595.4,219.2,1208,179.8,47.9,2000,100,87417,0.06451
31020,"Longview, WA",3355,26.8,4.8,0.1,223.7,421.3,67.2,22.6,112.9,3.2,15.3,5.3,27.6,22.6,29.6,311.1,312.6,377.7,1024.3,241.4,105,2000,100,49715,0.06749
31060,"Los Alamos, NM",567,0.1,5,1.1,20.1,8.7,2.4,-5.1,4.5,21.3,13.6,2.3,235.1,1.6,4.6,25.2,38.1,30.4,117.7,29.8,10.8,250,100,9680,0.05861
31080,"Los Angeles-Long Beach-Anaheim, CA",653163,-3.6,153.4,1109.3,16037,37760.6,25167.8,59065.9,17192.7,93934.1,-1073.3,3594,21004.7,3910.9,25310.8,32325.2,46715.6,58456.5,158839.3,43394.6,10267.8,275000,650,5825012,0.11213
31140,"Louisville/Jefferson County, KY-IN",36091,3.4,52.8,51.1,442.8,5228.9,1357.6,2316.4,119.2,870.5,1810.5,272.7,1813.9,3921.6,4525.7,1094.5,3810.4,658.5,5504.8,1004.1,1231.6,10000,100,621340,0.05809
31180,"Lubbock, TX",9050,2.9,544.7,17.7,525.3,245,327.3,897,67.7,92.9,-69.2,84.8,48.7,100.3,352.5,1348.6,1007.3,608.6,2337.6,449.3,61.3,5000,100,141710,0.06386
31220,"Ludington, MI",1540,0.7,17,1.4,37.8,250.5,26.7,80.2,25.9,10,3.1,11.8,18.2,2.4,108.7,196.2,127,64,452.4,55.6,50.8,500,100,12606,0.12218999999999999
31260,"Lufkin, TX",1904,13.1,126.1,3.5,150.9,119.6,52.4,123.8,7.7,38,-11.5,18.2,8,39.8,95.9,224.2,293.5,94.2,423.9,62.7,20.4,500,100,34512,0.05517
