GEOID,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X000
99,565.5014415215852,22143.072736456677,-313.30280080581974,141023.65174766834,291461.43179177225,66071.21867982914,243895.7569676354,184528.51088784993,169213.53569052028,2541.4895669108437,60857.991934768885,92478.44793220326,41295.89403154453,237751.56907333786,443663.4314756902,635139.2547047902,526673.6643452655,2060232.6277133229,337344.9828934962,45398.25488088981,5601966.985694668
